Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Zumper,M3,Mobile (iOS + Android),308000,"San Francisco, CA ",2022-03-05,4 , 5,150000 , 158000 , N/A
Salesforce,Senior Manager,Full Stack,315000,"San Francisco, CA ",2022-02-20,2 , 5,225000 , 60000 , 30000
UKG,M3,Distributed Systems (Back-End),160000,"Denver, CO ",2022-02-14,5 , 5,137000 , 10000 , 13000
Axon,L8,Full Stack,282000,"Seattle, WA ",2022-02-11,2 , 5,179000 , 85000 , 18000
Two Sigma,L4,Distributed Systems (Back-End),450000,"New York, NY ",2022-02-03,5 , 5,235000 , N/A , 215000
BlackBerry,Director,ML / AI,310000,"Irvine, CA ",2022-01-22,2 , 5,260000 , 50000 , N/A
Bloomberg,Team Lead,Full Stack,324000,"New York, NY ",2022-01-12,5 , 5,285000 , N/A , 39000
Ibotta,Engineering Manager,Mobile (iOS + Android),140000,"Denver, CO ",2022-01-10,3 , 5,140000 , N/A , N/A
Nordstrom,18,Full Stack,267000,"New York, NY ",2022-01-06,1 , 5,205000 , N/A , 62000
Amazon,L6,Distributed Systems (Back-End),296000,"Seattle, WA ",2022-01-03,5 , 5,160000 , 136000 , N/A
Zumper,M3,Mobile (iOS + Android),183000,"San Francisco, CA ",2021-12-02,3 , 5,150000 , 33000 , N/A
Microsoft,63,Developer SDKs,200000,"Seattle, WA ",2021-11-27,1 , 5,161000 , 22000 , 16000
Medidata,L7,API Development (Back-End),150000,"New York, NY ",2021-11-05,4 , 5,130000 , 10000 , 10000
Flexport,M3,Full Stack,617000,"San Francisco, CA ",2021-10-28,2 , 5,202000 , 375000 , 40000
,L3,Full Stack,161000,"New York, NY ",2021-10-27,5 , 5,161000 , N/A , N/A
LinkedIn,Staff Software Engineer,Web Development (Front-End),558000,"Sunnyvale, CA ",2021-10-02,5 , 5,215000 , 304000 , 39000
Confluent,L4,Web Development (Front-End),610000,"San Francisco, CA ",2021-09-30,2 , 5,160000 , 450000 , N/A
Microsoft,63,Data,251000,"Redmond, WA ",2021-09-16,3 , 5,198000 , 31000 , 22000
Modern Health,M,Full Stack,190000,"San Francisco, CA ",2021-09-15,2 , 5,185000 , 5000 , N/A
Google,L4,Full Stack,420000,"Seattle, WA ",2021-08-31,5 , 5,240000 , 130000 , 50000
Amazon,L5 SDM,Full Stack,280000,"Seattle, WA ",2021-08-27,5 , 5,156000 , 124000 , N/A
Autodesk,M3,Full Stack,206000,"San Francisco, CA ",2021-08-24,3 , 5,164000 , 28000 , 14000
T-Mobile,L8,Full Stack,208000,"Denver, CO ",2021-08-09,5 , 5,168000 , 10000 , 30000
PwC,Manager,Full Stack,199000,"New York, NY ",2021-08-09,5 , 5,147000 , N/A , 52000
Google,L4,Android,450000,"San Francisco, CA ",2021-07-23,2 , 5,300000 , 100000 , 50000
Google,L5,Distributed Systems (Back-End),341000,"San Francisco, CA ",2021-07-19,1 , 5,188000 , 143000 , 10000
Nvidia,IC5,Systems,428000,"Santa Clara, CA ",2021-07-09,5 , 5,208000 , 220000 , N/A
Wayfair,L3,Full Stack,265000,"Boston, MA ",2021-06-23,5 , 5,150000 , 100000 , 15000
VMware,M3,Web Development (Front-End),292000,"Palo Alto, CA ",2021-06-17,1 , 5,203000 , 50000 , 39000
Ro,L5,Full Stack,313000,"New York, NY ",2021-06-17,1 , 5,190000 , 124000 , N/A
Expedia,M,Full Stack,264000,"Seattle, WA ",2021-05-22,1 , 5,210000 , 22000 , 32000
UnitedHealth Group,GL 29,Full Stack,185000,"Boston, MA ",2021-04-27,5 , 5,164000 , 10000 , 11000
Wayfair,L4,DevOps,317000,"Boston, MA ",2021-04-04,4 , 5,161000 , 132000 , 24000
Vimeo,L4,Site Reliability (SRE),191000,"New York, NY ",2021-04-02,4 , 5,154000 , 25000 , 12000
Chewy,L3,Site Reliability (SRE),220000,"Boston, MA ",2021-03-29,2 , 5,155000 , 50000 , 15000
Palantir,Forward Deployed Engineer,FDE,385000,"New York, NY ",2021-03-11,5 , 5,185000 , 200000 , N/A
,L5,Full Stack,216000,"New York, NY ",2021-03-10,4 , 5,166000 , N/A , 50000
Spectrum,PE1,Testing (SDET),142000,"Denver, CO ",2021-01-27,1 , 5,129000 , N/A , 13000
Amazon,L6 SDM,Full Stack,393000,"Seattle, WA ",2021-01-07,0 , 5,152000 , 152000 , 89000
Autodesk,Manager,Full Stack,200000,"San Francisco, CA ",2021-01-05,2 , 5,160000 , 20000 , 16000
Amazon,L5,Distributed Systems (Back-End),215000,"Seattle, WA ",2020-12-19,4 , 5,143000 , 69000 , N/A
Apple,ICT5,Full Stack,480000,"Cupertino, CA ",2020-12-08,0 , 5,240000 , 220000 , 20000
Amazon,L6 SDM,ML / AI,489000,"San Francisco, CA ",2020-12-07,0 , 5,185000 , 165000 , 139000
Facebook,M1,ML / AI,644000,"San Francisco, CA ",2020-12-03,0 , 5,245000 , 350000 , 49000
Hopper,L6,Distributed Systems (Back-End),330000,"New York, NY ",2020-12-03,4 , 5,180000 , 150000 , N/A
Facebook,L4,Data,236000,"Seattle, WA ",2020-11-30,0 , 5,160000 , 60000 , 16000
Google,Manager (L6),API Development (Back-End),400000,"San Francisco, CA ",2020-11-24,2 , 5,200000 , 150000 , 50000
Snap,L5,Security,1400000,"Los Angeles, CA ",2020-11-09,4 , 5,235000 , 1.2M , N/A
VMware,Engineering Manager,Web Development (Front-End),256000,"Palo Alto, CA ",2020-10-22,1 , 5,193000 , 30000 , 33000
Pinterest,L5,ML / AI,480000,"San Francisco, CA ",2020-09-28,0 , 5,220000 , 220000 , 40000
Uber,L5A,Distributed Systems (Back-End),433000,"San Francisco, CA ",2020-09-25,5 , 5,179000 , 182000 , 72000
MITRE,L4,DevOps,149000,"Bedford, MA ",2020-09-04,5 , 5,149000 , N/A , N/A
Faraday Future,Lead,ML / AI,210000,"Los Angeles, CA ",2020-08-28,5 , 5,180000 , N/A , 30000
GitHub,M4,Full Stack,262000,"San Francisco, CA ",2020-08-25,1 , 5,197000 , 40000 , 25000
Apple,M2,Security,425000,"Cupertino, CA ",2020-08-19,5 , 5,205000 , 200000 , 20000
Autodesk,Grade 12,Full Stack,209000,"San Francisco, CA ",2020-08-14,2 , 5,160000 , 33000 , 16000
Oscar Health,L3,Web Development (Front-End),205000,"New York, NY ",2020-08-11,5 , 5,180000 , N/A , 25000
HubSpot,Technical Lead,Web Development (Front-End),193000,"Cambridge, MA ",2020-07-22,3 , 5,147000 , 46000 , N/A
Samsung,L2-3,Robotics,210000,"San Jose, CA ",2020-07-21,5 , 5,175000 , N/A , 35000
LinkedIn,Staff Software Engineer,API Development (Back-End),501000,"Mountain View, CA ",2020-07-20,5 , 5,195000 , 277000 , 29000
McKinsey,4,Web Development (Front-End),239000,"New York, NY ",2020-05-07,2 , 5,175000 , 14000 , 50000
Amazon,L6,Full Stack,183000,"Newark, NJ ",2020-03-10,5 , 5,162000 , 21000 , N/A
Accenture,Manager,Distributed Systems (Back-End),150000,"New York, NY ",2020-03-09,5 , 5,150000 , N/A , N/A
Twitter,Staff SWE,Full Stack,377000,"San Francisco, CA ",2020-02-15,5 , 5,202000 , 125000 , 50000
Spotify,Engineering Manager I,Full Stack,155000,"New York, NY ",2020-01-27,3 , 5,145000 , 10000 , N/A
salesforce,front line,Distributed Systems (Back-End),280000,"Seattle, WA ",2019-12-05,9 , 5,150000 , 115000 , 15000
Stripe,M1,Full Stack,650000,"San Francisco, CA ",2019-10-17,1 , 5,250000 , 350000 , 50000
Google,Manager (L6),Full Stack,395000,"New York, NY ",2019-09-14,0 , 5,217000 , 135000 , 43000
Google,L6,ML / AI,400000,"Mountain View, CA ",2019-07-16,5 , 5,,,
Facebook,E6,iOS,900000,"Menlo Park, CA ",2019-07-05,5 , 5,215000 , 642000 , 43000
,P3,Full Stack,150000,"San Francisco, CA ",2019-06-15,2.5 , 5,131000 , 20000 , N/A
Amazon,L6 SDM,ML / AI,238000,"Sunnyvale, CA ",2019-03-27,1 , 5,,,
Amazon,L6 SDM,Full Stack,261000,"Seattle, WA ",2019-03-02,2 , 5,141000 , 88000 , N/A
Walmart Global Tech,X6,Mobile (iOS + Android),340000,"Sunnyvale, CA ",2019-02-10,2 , 5,200000 , 90000 , 50000
Autodesk,L5,Web Development (Front-End),268000,"San Francisco, CA ",2018-12-26,1 , 5,190000 , 58000 , 20000
quora,6,API Development (Back-End),400000,"Mountain View, CA ",2018-12-21,4 , 5,,,
Amazon,L6,Full Stack,250000,"Seattle, WA ",2018-10-25,5 , 5,150000 , 100000 , N/A
Spotify,Senior Squad Step,Web Development (Front-End),175000,"New York, NY ",2018-09-26,3 , 5,,,
LinkedIn,Staff Software Engineer,ML / AI,450000,"Sunnyvale, CA ",2018-09-13,3 , 5,200000 , 200000 , 40000
,M3,Distributed Systems (Back-End),270000,"Sunnyvale, CA ",2018-08-25,5 , 5,,,
