Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Motional,M4,SG&A,310000,"Boston, MA ",2022-02-20,2 , 11,210000 , 60000 , 40000
MicroStrategy,Senior,Health Care,263000,"Denver, CO ",2022-01-17,5 , 11,173000 , 15000 , 75000
Google,L5,Partnerships,300000,"Mountain View, CA ",2021-12-23,4 , 11,189000 , 75000 , 36000
Google,L5,General,292000,"New York, NY ",2021-10-26,0 , 11,147000 , 57000 , 88000
Thales,Manager,Aerospace,155000,"Irvine, CA ",2021-10-06,11 , 11,135000 , N/A , 20000
Microsoft,63,Sales,275000,"Seattle, WA ",2021-03-17,5 , 11,135000 , 30000 , 110000
IBM,Band 9,Product,250000,"Chicago, IL ",2020-12-18,3 , 11,165000 , N/A , 85000
Uber,L5,Logistics/Supply Chain,250000,"Chicago, IL ",2020-11-02,2 , 11,89000 , 73000 , 89000
Google,L5,Ads,292000,"New York, NY ",2020-09-25,5 , 11,160000 , 18000 , 112000
Cisco,Grade 10,Networking,226000,"Chicago, IL ",2020-09-09,6 , 11,170000 , N/A , 56000
Amazon,L6,AWS,300000,"Chicago, IL ",2020-08-26,1 , 11,150000 , 50000 , 100000
