Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Google,L4,GCP,291000,"New York, NY ",2022-02-19,0 , 6,145000 , 84000 , 62000
"Macy's,",L2,Sales,140000,"New York, NY ",2022-02-18,2 , 6,100000 , N/A , 40000
Rippling,L5,General,150000,"San Francisco, CA ",2022-01-24,2 , 6,80000 , 10000 , 60000
Microsoft,63,Support services,244000,"Bellevue, WA ",2022-01-24,0 , 6,134000 , 25000 , 85000
Datadog,L9,Customer retention and expansion,200000,"Boston, MA ",2021-12-16,3 , 6,110000 , 70000 , 20000
Google,L3,SMB,152000,"Redwood City, CA ",2021-11-22,1 , 6,101000 , 16000 , 35000
Twitter,L5,Performance Marketing,234000,"San Francisco, CA ",2021-11-18,2 , 6,143000 , 30000 , 61000
Amazon,L5,Acct mgmt,170000,"Seattle, WA ",2021-11-17,1 , 6,100000 , 10000 , 60000
Insight Global,Senior Account Manager,IT,480000,"Seattle, WA ",2021-11-14,6 , 6,400000 , 40000 , 40000
Unity Technologies,Tech IC5,User Acquisition,226000,"San Francisco, CA ",2021-11-12,3 , 6,96000 , 100000 , 30000
Facebook,IC5,General,188000,"Menlo Park, CA ",2021-09-21,2 , 6,176000 , 2000 , 10000
LinkedIn,L3,Talent solutions,275000,"San Francisco, CA ",2021-09-20,4 , 6,220000 , 55000 , N/A
Google,L3,Account Strategist,142000,"Redwood City, CA ",2021-06-08,1 , 6,105000 , 21000 , 16000
Microsoft,62,General,262000,"Chicago, IL ",2021-05-11,6 , 6,130000 , 22000 , 110000
Google,L4,Cloud,279000,"New York, NY ",2021-05-05,4 , 6,96000 , 39000 , 144000
Ingram Micro,L5,Sales,150000,"Irvine, CA ",2021-04-09,6 , 6,95000 , N/A , 55000
Microsoft,62,Sales,157000,"Bellevue, WA ",2021-03-31,0 , 6,133000 , 11000 , 13000
Oracle,M2,HCM Sales,195000,"Austin, TX ",2021-03-23,5 , 6,95000 , N/A , 95000
VMware,P5,Global Accounts,303000,"San Francisco, CA ",2021-03-15,0 , 6,212000 , 38000 , 53000
ServiceNow,I5,Mobile (iOS + Android),166000,"Waltham, MA ",2020-11-10,1 , 6,95000 , 30000 , 40000
Snap,L2,Sales,152000,"Los Angeles, CA ",2020-10-28,1 , 6,115000 , 25000 , 12000
Google,L4,Sales,191000,"New York, NY ",2020-10-23,2 , 6,108000 , 40000 , 43000
Google,L4,Ads,250000,"Mountain View, CA ",2020-10-15,6 , 6,140000 , 50000 , 60000
Facebook,IC3,Sales,155000,"San Francisco, CA ",2020-10-13,4 , 6,125000 , 15000 , 15000
Docusign,P3,Sales,280000,"Seattle, WA ",2020-09-19,3 , 6,80000 , 120000 , 80000
Cisco,Grade 10,Partners,180000,"San Francisco, CA ",2020-09-11,4 , 6,145000 , 10000 , 25000
,Manager,Sales,90000,"New York, NY ",2020-07-09,1 , 6,90000 , N/A , N/A
