Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Etsy,M3,ML / AI,479000,"New York, NY ",2022-03-09,4 , 12,243000 , 200000 , 36000
Discovery,III,Full Stack,400000,"Seattle, WA ",2022-03-05,3 , 12,250000 , 100000 , 50000
Tinder,M2,Distributed Systems (Back-End),606000,"San Francisco, CA ",2022-03-04,5 , 12,255000 , 300000 , 51000
Salesforce,Director,Full Stack,361000,"San Francisco, CA ",2022-03-04,4 , 12,263000 , 45000 , 53000
Amazon,L6,Distributed Systems (Back-End),450000,"Seattle, WA ",2022-03-04,10 , 12,240000 , 210000 , N/A
Square,L6,Full Stack,471000,"Boston, MA ",2022-03-03,3 , 12,221000 , 250000 , N/A
Microsoft,Principal EM,ML / AI,440000,"Seattle, WA ",2022-03-01,6 , 12,200000 , 150000 , 90000
Facebook,M2,Infrastructure,980000,"Menlo Park, CA ",2022-02-26,6 , 12,295000 , 600000 , 85000
Wayfair,L4,Full Stack,330000,"Mountain View, CA ",2022-02-25,0 , 12,200000 , 100000 , 30000
Tesla,M3,Production,400000,"Fremont, CA ",2022-02-25,2 , 12,200000 , 150000 , 50000
Grubhub,L4,Full Stack,300000,"Boston, MA ",2022-02-20,8 , 12,240000 , 60000 , N/A
Lyft,T6,Full Stack,575000,"New York, NY ",2022-02-20,0 , 12,250000 , 275000 , 50000
Twilio,L5,Distributed Systems (Back-End),542000,"Austin, TX ",2022-02-17,5 , 12,192000 , 350000 , N/A
Microsoft,66,Full Stack,357000,"Redmond, WA ",2022-02-16,10 , 12,206000 , 96000 , 55000
Flatiron Health,E5,Full Stack,330000,"New York, NY ",2022-02-15,3 , 12,210000 , 90000 , 30000
Amazon,L6 SDM,ML / AI,350000,"Seattle, WA ",2022-02-14,10 , 12,160000 , 190000 , N/A
Uber,EM 2,Full Stack,580000,"San Francisco, CA ",2022-02-11,6 , 12,230000 , 300000 , 50000
Facebook,M2,Distributed Systems (Back-End),999000,"New York, NY ",2022-02-10,0 , 12,299000 , 625000 , 75000
Goldman Sachs,Vice President,Cloud,280000,"New York, NY ",2022-02-09,9 , 12,165000 , 15000 , 100000
Wise,L3,Distributed Systems (Back-End),225000,"New York, NY ",2022-02-08,3 , 12,195000 , 30000 , N/A
Bloomberg,L1,API Development (Back-End),400000,"New York, NY ",2022-02-04,12 , 12,300000 , N/A , 100000
Miro,65,Full Stack,280000,"Seattle, WA ",2022-02-04,8 , 12,200000 , 40000 , 40000
Bloomberg,1,Data,275000,"New York, NY ",2022-02-03,6 , 12,225000 , N/A , 50000
CrowdStrike,M2,Distributed Systems (Back-End),330000,"Seattle, WA ",2022-01-31,5 , 12,210000 , 100000 , 20000
Marqeta,M3,Data,836000,"Oakland, CA ",2022-01-27,1 , 12,310000 , 425000 , 101000
Microsoft,Senior Director,Full Stack,720000,"Redmond, WA ",2022-01-27,10 , 12,230000 , 380000 , 110000
Zillow,Senior SDM,Security,258000,"Seattle, WA ",2022-01-27,2 , 12,183000 , 75000 , N/A
Publicis Sapient,L5,Web Development (Front-End),196000,"Boston, MA ",2022-01-25,1 , 12,176000 , N/A , 20000
Blink Health,M7,Full Stack,275000,"New York, NY ",2022-01-22,3 , 12,250000 , N/A , 25000
