Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Oracle,IC-2,,81000,"Burlington, MA ",2022-03-06,1 , 2,56000 , N/A , 25000
Netflix,L2,General,91000,"Los Gatos, CA ",2022-03-01,1 , 2,80000 , 10000 , 1000
BuzzFeed,L4,Account Management,80000,"New York, NY ",2022-02-28,2 , 2,65000 , 2000 , 13000
Darktrace,L1,Cybersecurity,85000,"Austin, TX ",2022-02-26,2 , 2,80000 , N/A , 5000
Google,L3,Firebase,130000,"Mountain View, CA ",2022-02-15,0 , 2,96000 , 20000 , 14000
Flyhomes,1,Brokerage,70000,"Seattle, WA ",2022-02-03,2 , 2,65000 , N/A , 5000
Coupa Software,Entry Level,Inside Sales,80000,"Boston, MA ",2022-02-03,1 , 2,50000 , 10000 , 20000
Google,L2,Large Customer Ad Sales,111000,"New York, NY ",2021-12-19,0 , 2,87000 , 10000 , 14000
,Analyst,Sales,93000,"New York, NY ",2021-12-10,2 , 2,80000 , N/A , 13000
Bounteous,C1,Analyst,55000,"Chicago, IL ",2021-11-11,2 , 2,54000 , N/A , 1000
Cloudflare,L1,general,180000,"San Francisco, CA ",2021-11-09,2 , 2,70000 , 40000 , 70000
Cloudflare,L1,General,157000,"Austin, TX ",2021-10-31,2 , 2,67000 , 30000 , 60000
Rippling,L2,HCM,160000,"San Francisco, CA ",2021-10-28,2 , 2,140000 , N/A , 20000
Treasure Data,L4,General,209000,"New York, NY ",2021-10-25,2 , 2,139000 , 10000 , 60000
Salesforce,3,General,60000,"Seattle, WA ",2021-10-17,2 , 2,37000 , N/A , 23000
Nuance Communications,L1,Sales Support,71000,"Burlington, MA ",2021-10-11,2 , 2,68000 , N/A , 3000
Amazon,L4,Demand Generation,128000,"Seattle, WA ",2021-09-30,1 , 2,83000 , 25000 , 20000
Tipalti,EBG,Mid-Market,140000,"San Mateo, CA ",2021-09-30,2 , 2,70000 , N/A , 70000
Cisco,L10,Internet,180000,"Austin, TX ",2021-09-27,2 , 2,135000 , N/A , 45000
DocuSign,P2,General,105000,"Seattle, WA ",2021-09-25,2 , 2,60000 , 25000 , 20000
Amazon,L4,Sales,143000,"Seattle, WA ",2021-09-17,1 , 2,83000 , 21000 , 39000
Google,L3,GCS,158000,"Redwood City, CA ",2021-09-09,0 , 2,101000 , 22000 , 35000
Amazon,L4,Advertising,114000,"New York, NY ",2021-08-05,0 , 2,78000 , 4000 , 33000
,2,sales,67000,"New York, NY ",2021-07-17,1 , 2,55000 , N/A , 12000
ByteDance,1-2,SMB Sales Team,83000,"Austin, TX ",2021-07-11,0 , 2,64000 , 3000 , 16000
IBM,Band 7,Data & AI,137000,"San Francisco, CA ",2021-06-04,2 , 2,122000 , N/A , 15000
PepsiCo,L6,sales management,72000,"Chicago, IL ",2021-04-25,2 , 2,68000 , N/A , 4000
Amazon,L4,Advertising,138000,"Los Angeles, CA ",2021-04-05,2 , 2,60000 , 34000 , 45000
Oracle,L1,SaaS Business Development,68000,"Austin, TX ",2021-03-23,2 , 2,50000 , N/A , 18000
,Corporate Account Executive,Security,130000,"Sunnyvale, CA ",2020-11-22,1 , 2,60000 , 10000 , 60000
Snowflake,Corporate account executive,iOS,100000,"Denver, CO ",2020-11-14,1 , 2,50000 , N/A , 50000
Amazon,L4,Advertising,131000,"Seattle, WA ",2020-11-03,2 , 2,72000 , 23000 , 36000
Accenture,L1,Data,120000,"Austin, TX ",2020-10-25,1 , 2,110000 , N/A , 10000
Google,L3,Data,75000,"Austin, TX ",2020-09-21,1 , 2,75000 , N/A , N/A
LinkedIn,SMB,Sales,120000,"Chicago, IL ",2020-09-02,2 , 2,60000 , 2000 , 60000
MongoDB,Corporate Account Executive,Sales,138000,"Austin, TX ",2020-08-26,1 , 2,120000 , 18000 , N/A
Amazon,4,Sales,156000,"Seattle, WA ",2020-08-02,1 , 2,89000 , 7000 , 60000
Zendesk,Analyst,Site Reliability (SRE),93000,"San Francisco, CA ",2020-07-21,2 , 2,75000 , 15000 , 3000
