Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Google,L5,Distributed Systems (Back-End),360000,"Kirkland, WA ",2022-03-09,0 , 18,200000 , 125000 , 35000
Microsoft,64,API Development (Back-End),297000,"Redmond, WA ",2022-03-07,0 , 18,180000 , 43000 , 74000
Amazon,L6,Full Stack,390000,"Boston, MA ",2022-03-06,11 , 18,180000 , 210000 , N/A
chewy,C08,Distributed Systems (Back-End),389000,"Boston, MA ",2022-03-03,4 , 18,223000 , 122000 , 44000
Momentive.ai,P5,DevOps,384000,"San Mateo, CA ",2022-03-02,5 , 18,225000 , 115000 , 44000
Cisco,Technical Leader 1,Distributed Systems (Back-End),270000,"San Jose, CA ",2022-02-28,18 , 18,165000 , 75000 , 30000
Citrix,L5,Testing (SDET),248000,"Santa Clara, CA ",2022-02-27,18 , 18,178000 , 35000 , 35000
Microsoft,Principal SDE,Full Stack,325000,"Redmond, WA ",2022-02-26,17 , 18,200000 , 80000 , 45000
JPMorgan Chase,Vice President,Full Stack,250000,"Chicago, IL ",2022-02-21,6 , 18,155000 , 10000 , 85000
Citrix,Principal Software Engineer,Distributed Systems (Back-End),280000,"Santa Clara, CA ",2022-02-19,7 , 18,200000 , 60000 , 20000
Oracle,IC,DevOps,120000,"Edison, NJ ",2022-02-17,6 , 18,110000 , 10000 , N/A
Palo Alto Networks,L8,Distributed Systems (Back-End),430000,"Santa Clara, CA ",2022-02-15,0 , 18,275000 , 45000 , 110000
Amazon,SDE III,Security,300000,"Sunnyvale, CA ",2022-02-12,8 , 18,173000 , 127000 , N/A
Zoom,ZP3,Android,234000,"Los Angeles, CA ",2022-02-10,0 , 18,165000 , 56000 , 13000
Spotify,Senior Engineer,Distributed Systems (Back-End),290000,"New York, NY ",2022-02-09,1 , 18,240000 , 50000 , N/A
Nokia,L9,Full Stack,179000,"Sunnyvale, CA ",2022-02-08,4 , 18,170000 , N/A , 9000
IBM,Senior Engineer,Distributed Systems (Back-End),230000,"Yorktown Heights, NY ",2022-02-07,18 , 18,230000 , N/A , N/A
Facebook,E6,AR / VR,613000,"Seattle, WA ",2022-02-05,0 , 18,240000 , 325000 , 48000
Juniper Networks,l7,Networking,238000,"Sunnyvale, CA ",2022-02-03,5 , 18,190000 , 10000 , 38000
Grid Dynamics,T4,Distributed Systems (Back-End),170000,"San Ramon, CA ",2022-01-31,5 , 18,150000 , 10000 , 10000
Accenture,L7,Security,258000,"New York, NY ",2022-01-26,16 , 18,223000 , 5000 , 30000
