Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Amazon,L5,Technical,115000,"Los Angeles, CA ",2022-03-06,0 , 3,115000 , N/A , N/A
,L2,Leadership,155000,"New York, NY ",2022-03-03,3 , 3,155000 , N/A , N/A
Amazon,L5,Technical,136000,"Los Angeles, CA ",2022-02-21,0 , 3,110000 , 11000 , 15000
Facebook,IC3,Technical,118000,"Boston, MA ",2022-02-16,1 , 3,97000 , 11000 , 10000
,IC3,University,115000,"Seattle, WA ",2022-02-12,1 , 3,95000 , 10000 , 10000
Facebook,IC3,Marketing,107000,"Chicago, IL ",2022-02-12,1 , 3,90000 , 8000 , 9000
ByteDance,1,Technical,100000,"New York, NY ",2022-02-06,1 , 3,80000 , N/A , 20000
SmartNews,L4,Technical,163000,"Palo Alto, CA ",2022-02-03,1 , 3,120000 , 25000 , 18000
Oracle,IC,University,88000,"Austin, TX ",2022-01-23,3 , 3,88000 , N/A , N/A
Amazon,L5,Technical,126000,"New York, NY ",2022-01-20,0 , 3,95000 , 4000 , 27000
Google,Contract,Technical,112000,"Austin, TX ",2022-01-07,1 , 3,112000 , N/A , N/A
Amazon,L5,Technical,158000,"San Jose, CA ",2021-12-20,1 , 3,110000 , 30000 , 18000
Amazon,L5,Leadership,99000,"Seattle, WA ",2021-12-17,2 , 3,83000 , 10000 , 6000
Amazon,L5,Technical,115000,"Seattle, WA ",2021-12-15,3 , 3,81000 , 34000 , N/A
Twilio,L3,Sales,112000,"Austin, TX ",2021-12-08,1 , 3,92000 , 10000 , 10000
Facebook,L4,University,150000,"Seattle, WA ",2021-11-29,0 , 3,123000 , 15000 , 12000
Robinhood,L2,Operations,108000,"Austin, TX ",2021-11-29,1 , 3,94000 , 5000 , 9000
Tableau Software,5,Sales,110000,"Seattle, WA ",2021-11-17,0 , 3,100000 , N/A , 10000
Google,L3,Technical,135000,"Seattle, WA ",2021-11-10,1 , 3,98000 , 22000 , 15000
Salesforce,L5,Technical,120000,"Austin, TX ",2021-11-02,1 , 3,110000 , N/A , 10000
Amazon,L5,Technical,131000,"Seattle, WA ",2021-10-27,0 , 3,95000 , 21000 , 15000
Qualtrics,L3,University,94000,"Seattle, WA ",2021-10-26,2 , 3,82000 , 8000 , 4000
HBO,L2,Technical,132000,"New York, NY ",2021-10-18,1 , 3,120000 , N/A , 12000
Robinhood,L2,Technical,139000,"Menlo Park, CA ",2021-09-28,1 , 3,119000 , 20000 , N/A
Amazon,L4,Operations,81000,"Seattle, WA ",2021-09-21,2 , 3,62000 , 12000 , 7000
Facebook,IC3,Technical,118000,"Seattle, WA ",2021-09-20,1 , 3,99000 , 9000 , 10000
Roblox,IC2,Technical,184000,"San Mateo, CA ",2021-09-13,2 , 3,94000 , 90000 , N/A
Amazon,L4,Technical,121000,"Los Angeles, CA ",2021-08-24,0 , 3,75000 , 30000 , 16000
Microsoft,L60,Technical,130000,"Seattle, WA ",2021-08-13,0 , 3,115000 , 5000 , 10000
DoorDash,IC3,Sales,112000,"New York, NY ",2021-08-12,0 , 3,112000 , N/A , N/A
Amazon,L4,Technical,81000,"Seattle, WA ",2021-07-06,3 , 3,69000 , 12000 , 1000
Google,L3,Technical,146000,"Seattle, WA ",2021-05-25,3 , 3,96000 , 32000 , 18000
Walmart,L3,Technical,94000,"New York, NY ",2021-05-20,2 , 3,78000 , 2000 , 14000
Facebook,L3,Technical,108000,"Menlo Park, CA ",2021-05-04,1 , 3,98000 , 5000 , 5000
Box,L3,Technical,70000,"Redwood City, CA ",2021-04-16,2 , 3,70000 , N/A , N/A
Amazon,L4,Technical,92000,"Austin, TX ",2021-04-12,1 , 3,72000 , 10000 , 10000
Google,L4,Technical,145000,"Seattle, WA ",2021-03-09,2 , 3,120000 , 25000 , N/A
Amazon,L4,Technical,88000,"Seattle, WA ",2021-03-04,2 , 3,88000 , N/A , N/A
Amazon,L5,Technical,97000,"Seattle, WA ",2021-02-16,3 , 3,75000 , 18000 , 4000
Amazon,L5,Operations,120000,"Seattle, WA ",2021-01-04,1 , 3,88000 , 15000 , 18000
LinkedIn,L2,Technical,113000,"Sunnyvale, CA ",2020-12-16,2 , 3,98000 , 5000 , 10000
Reddit,L3,Eng,150000,"Seattle, WA ",2020-11-11,1 , 3,120000 , 30000 , N/A
Yahoo,L2,ALL,80000,"New York, NY ",2020-11-02,1 , 3,75000 , N/A , 5000
Amazon,L4,Full Stack,90000,"Seattle, WA ",2020-10-30,1 , 3,70000 , 10000 , 10000
Google,L3,Mobile (iOS + Android),122000,"San Francisco, CA ",2020-10-24,1 , 3,92000 , 16000 , 14000
Facebook,IC3,Technical,125000,"Austin, TX ",2020-10-20,1 , 3,94000 , 20000 , 10000
Google,L3,N/A,85000,"Austin, TX ",2020-10-19,1 , 3,85000 , N/A , N/A
Two Sigma,L1,ML / AI,125000,"New York, NY ",2020-10-16,1 , 3,125000 , N/A , N/A
Facebook,L3,Distributed Systems (Back-End),120000,"Boston, MA ",2020-10-09,1 , 3,100000 , 12000 , 10000
Waymo,L3,ML / AI,145000,"Mountain View, CA ",2020-10-02,0 , 3,110000 , 19000 , 17000
Facebook,L3,Technical,130000,"Boston, MA ",2020-09-29,1 , 3,100000 , 15000 , 15000
Cognizant,Manager,Full Stack,84000,"Teaneck, NJ ",2020-09-24,3 , 3,81000 , N/A , 3000
Amazon,L4,Networking,90000,"Seattle, WA ",2020-09-17,1 , 3,90000 , N/A , N/A
Dropbox,1,Distributed Systems (Back-End),82000,"Seattle, WA ",2020-09-11,3 , 3,75000 , 5000 , 2000
Bloomberg,Recruiter,Technical,110000,"New York, NY ",2020-09-10,3 , 3,110000 , N/A , 5000
Amazon,L5,Tech recruiting,130000,"Seattle, WA ",2020-09-10,3 , 3,76000 , 54000 , N/A
Amazon,L5,API Development (Back-End),130000,"Seattle, WA ",2020-08-29,1 , 3,95000 , 5000 , 30000
Amazon,L5,Security,112000,"Austin, TX ",2020-08-15,2 , 3,92000 , 20000 , 1000
Facebook,IC3,Sourcing,106000,"Chicago, IL ",2020-07-29,0 , 3,92000 , 5000 , 10000
