Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Grainger,L2,Product,206000,"Chicago, IL ",2022-03-09,3 , 1,159000 , 15000 , 32000
Silicon Valley Bank,P1,Product,158000,"New York, NY ",2022-03-08,3 , 1,130000 , 3000 , 25000
Proofpoint,L3,Enterprise,120000,"San Francisco, CA ",2022-03-02,1 , 1,120000 , N/A , N/A
Groupon,SDE 1,Product,104000,"Chicago, IL ",2022-03-01,1 , 1,92000 , 8000 , 4000
IBM,Associate Offering Manager,Product,161000,"Boston, MA ",2022-02-26,0 , 1,138000 , N/A , 23000
IXL Learning,APM,Product,115000,"San Mateo, CA ",2022-02-12,0 , 1,115000 , N/A , N/A
Visa,L1,Product,92000,"Highland, CO ",2022-02-10,1 , 1,80000 , 10000 , 2000
Flexport,0,Technical,85000,"Chicago, IL ",2022-02-07,1 , 1,71000 , 7000 , 7000
Doximity,L1,Product,210000,"San Francisco, CA ",2022-02-07,1 , 1,105000 , 100000 , 5000
Grubhub,1,Product,400000,"New York, NY ",2022-02-04,1 , 1,200000 , 200000 , N/A
Microsoft,60,Technical,164000,"Redmond, WA ",2022-02-03,1 , 1,136000 , 7000 , 21000
Varo Bank,Associate Product Manager,Product,125000,"San Francisco, CA ",2022-02-03,1 , 1,110000 , 5000 , 10000
Microsoft,59,Product,227000,"Seattle, WA ",2022-02-02,1 , 1,136000 , 70000 , 21000
Microsoft,59,Product,200000,"San Francisco, CA ",2022-01-26,0 , 1,113000 , 38000 , 50000
MURAL,L1,Consumer,180000,"San Francisco, CA ",2022-01-25,0 , 1,130000 , 50000 , N/A
Wayfair,L1,Product,77000,"Boston, MA ",2022-01-25,1 , 1,70000 , N/A , 7000
DocuSign,P1,Consumer,155000,"San Francisco, CA ",2022-01-20,1 , 1,120000 , 25000 , 10000
JPMorgan Chase,602,Product,115000,"New York, NY ",2022-01-20,1 , 1,100000 , N/A , 15000
Dell Technologies,L5,Analytic,72000,"Austin, TX ",2022-01-18,1 , 1,65000 , N/A , 7000
Microsoft,60,Infrastructure,210000,"New York, NY ",2022-01-11,1 , 1,136000 , 60000 , 14000
eBay,22,Enterprise,94000,"New York, NY ",2022-01-07,1 , 1,85000 , N/A , 9000
IBM,Associate Offering Manager,Consumer,160000,"Austin, TX ",2022-01-06,1 , 1,140000 , N/A , 20000
,L3,Product,160000,"Hayward, CA ",2022-01-02,1 , 1,105000 , 45000 , 10000
Tesla,P1,Internal,85000,"Fremont, CA ",2021-12-31,0 , 1,85000 , N/A , N/A
Yahoo,IC4,Technical,204000,"New York, NY ",2021-12-30,0 , 1,160000 , 20000 , 24000
AT&T,L3,Product,150000,"El Segundo, CA ",2021-12-18,0 , 1,135000 , N/A , 15000
JPMorgan Chase,Analyst,Product,110000,"Palo Alto, CA ",2021-12-09,1 , 1,100000 , N/A , 10000
IQVIA,L4,Enterprise,90000,"Bridgewater, NJ ",2021-12-07,0 , 1,82000 , N/A , 8000
Microsoft,60,Technical,163000,"Redmond, WA ",2021-11-30,0 , 1,128000 , 18000 , 17000
