Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Manulife,L8,Technical,239000,"Boston, MA ",2022-03-09,2 , 19,194000 , 15000 , 30000
Fidelity Investments,VP,Product,243000,"Boston, MA ",2022-02-28,3 , 19,170000 , 37000 , 36000
Cox Automotive,P3,Product,132000,"New York, NY ",2022-02-23,14 , 19,120000 , N/A , 12000
Amazon,Principal Product Manager,Product,484000,"Seattle, WA ",2022-02-16,6 , 19,220000 , 264000 , N/A
Amazon,Principal Product Manager,Product,410000,"San Francisco, CA ",2022-02-09,1 , 19,185000 , 125000 , 100000
Amazon,L6,Technical,314000,"Chicago, IL ",2021-12-13,1 , 19,160000 , 89000 , 65000
Microsoft,67,Growth,530000,"Seattle, WA ",2021-12-02,2 , 19,250000 , 200000 , 80000
Wayfair,L6,Consumer,805000,"Boston, MA ",2021-11-19,2 , 19,184000 , 585000 , 37000
Adobe,L4,Product,242000,"San Francisco, CA ",2021-10-18,4 , 19,193000 , 20000 , 29000
Peapod Digital Labs,L20,Product,290000,"Chicago, IL ",2021-09-21,2 , 19,200000 , 40000 , 50000
Microsoft,66,Enterprise,360000,"Seattle, WA ",2021-09-15,9 , 19,220000 , 80000 , 60000
Walmart Global Tech,x8,Growth,554000,"Sunnyvale, CA ",2021-09-03,5 , 19,262000 , 200000 , 92000
Google,L7,Enterprise,518000,"Mountain View, CA ",2021-08-30,0 , 19,250000 , 205000 , 63000
Facebook,M2,Product,825000,"Seattle, WA ",2021-07-17,0 , 19,260000 , 500000 , 65000
Microsoft,63,Product,193000,"Redmond, WA ",2021-05-30,8 , 19,154000 , 17000 , 23000
VMware,Director,Product,545000,"Palo Alto, CA ",2021-05-04,6 , 19,290000 , 180000 , 75000
Walmart Global Tech,x8,Product,480000,"Sunnyvale, CA ",2021-03-13,4 , 19,260000 , 78000 , 142000
Wayfair,L6,Consumer,805000,"Boston, MA ",2021-03-03,1 , 19,182000 , 585000 , 36000
Salesforce,Senior Director,Product,525000,"Seattle, WA ",2021-01-22,1 , 19,300000 , 150000 , 75000
,L5,Product,350000,"San Francisco, CA ",2020-11-30,2 , 19,170000 , 180000 , N/A
Dell Technologies,E1,Enterprise,650000,"Austin, TX ",2020-10-14,12 , 19,300000 , 230000 , 120000
AMD,9,Technical,325000,"Santa Clara, CA ",2020-08-30,1 , 19,205000 , 75000 , 45000
Salesforce,Senior Director,Product,487000,"San Francisco, CA ",2020-08-25,4 , 19,310000 , 100000 , 78000
Amazon,L7,Consumer,350000,"Seattle, WA ",2020-08-24,5 , 19,160000 , 190000 , 5000
Microsoft,65,Product,312000,"New York, NY ",2020-08-21,1 , 19,208000 , 44000 , 60000
Microsoft,66,Store,292000,"Redmond, WA ",2020-08-03,14 , 19,202000 , 45000 , 45000
Microsoft,67,Full Stack,571000,"Redmond, WA ",2020-07-16,12 , 19,234000 , 240000 , 100000
Microsoft,64,Web Development (Front-End),210000,"Seattle, WA ",2020-06-30,19 , 19,157000 , 30000 , 23000
Google,L6,Full Stack,400000,"Sunnyvale, CA ",2020-04-30,3 , 19,210000 , 140000 , 50000
Microsoft,64,ML / AI,220000,"Redmond, WA ",2020-04-24,7 , 19,185000 , 14000 , 22000
Facebook,D1,Web Development (Front-End),1300000,"Menlo Park, CA ",2020-02-04,1 , 19,300000 , 900000 , 100000
Tata Consultancy Services,Director,Software,235000,"Denver, CO ",2019-09-30,7 , 19,200000 , N/A , 35000
Dell Technologies,M10,API Development (Back-End),298000,"San Jose, CA ",2019-09-07,1 , 19,,,
Expedia,N,Distributed Systems (Back-End),290000,"Seattle, WA ",2019-03-11,7 , 19,195000 , 50000 , 45000
Google,L4,Product Management,291000,"New York, NY ",2019-02-07,0 , 19,,,
Amazon,L7,Mobile (iOS + Android),500000,"Seattle, WA ",2018-11-09,6 , 19,,,
Uber,Group Product Manager (GPM),ML / AI,815000,"San Francisco, CA ",2018-11-07,1 , 19,240000 , 515000 , 60000
Amazon,6,Distributed Systems (Back-End),175000,"Seattle, WA ",2018-09-29,15 , 19,138000 , 37000 , N/A
,VP,Distributed Systems (Back-End),475000,"San Jose, CA ",2018-09-23,4 , 19,250000 , 150000 , 75000
Oracle,Director,ML / AI,200000,"Redwood City, CA ",2018-09-22,2 , 19,,,
