Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Facebook,IC8,General,1100000,"San Francisco, CA ",2022-02-28,4 , 15,300000 , 700000 , 100000
ByteDance,3,trust and safety,429000,"Mountain View, CA ",2022-02-17,0 , 15,265000 , 98000 , 66000
Facebook,IC6,Data Science,389000,"New York, NY ",2022-02-15,1 , 15,220000 , 125000 , 44000
Kyndryl,9,General,160000,"New York, NY ",2022-02-15,0 , 15,160000 , N/A , N/A
Nvidia,IC5,General,290000,"Santa Clara, CA ",2022-02-12,1 , 15,200000 , 90000 , N/A
Facebook,IC6,Product,375000,"Seattle, WA ",2022-01-24,0 , 15,210000 , 125000 , 40000
Khan Academy,Director,general,231000,"Mountain View, CA ",2022-01-10,4 , 15,185000 , N/A , 46000
Facebook,IC5,Product Analytics,288000,"New York, NY ",2021-12-14,0 , 15,185000 , 75000 , 28000
Google,L5,general,366000,"Mountain View, CA ",2021-12-14,8 , 15,216000 , 112000 , 38000
Quantiphi,L5,Data Engineer,150000,"Marlborough, MA ",2021-12-10,1 , 15,145000 , N/A , 5000
Amazon,L6,Machine learning,500000,"Seattle, WA ",2021-11-10,5 , 15,160000 , 340000 , N/A
Pfizer,15,Data,500000,"New York, NY ",2021-11-01,5 , 15,300000 , 100000 , 100000
Amazon,L7,Data Engineer,400000,"Seattle, WA ",2021-09-13,10 , 15,160000 , 240000 , N/A
Microsoft,L66,Data Science Management,340000,"Redmond, WA ",2021-09-03,10 , 15,220000 , 80000 , 40000
Amazon,L6,business intelligence engineer,150000,"Seattle, WA ",2021-08-27,5 , 15,140000 , 10000 , N/A
Amazon,L5,Reporting,160000,"Seattle, WA ",2021-08-26,4 , 15,110000 , 50000 , N/A
Microsoft,64,Machine learning,265000,"Seattle, WA ",2021-08-22,5 , 15,185000 , 50000 , 30000
IBM,Band 10,General,303000,"New York, NY ",2021-07-14,3 , 15,286000 , N/A , 17000
Liberty Mutual,G19,General,210000,"Boston, MA ",2021-07-01,2 , 15,190000 , N/A , 20000
Instacart,L6,Data Science,488000,"San Francisco, CA ",2021-06-25,0 , 15,225000 , 263000 , N/A
Yahoo,IC5,General,270000,"Sunnyvale, CA ",2021-05-20,10 , 15,180000 , 70000 , 25000
MUFG,Director,Data Science,300000,"San Francisco, CA ",2021-05-05,3 , 15,200000 , 25000 , 75000
Amazon,L6,data science,234000,"Seattle, WA ",2021-04-19,4 , 15,132000 , 102000 , N/A
Dropbox,M6,General,650000,"San Francisco, CA ",2021-03-19,0 , 15,290000 , 260000 , 100000
Northrop Grumman,6,Ops,195000,"Los Angeles, CA ",2021-01-03,3 , 15,195000 , N/A , N/A
