Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Oracle,IC-3,,180000,"Austin, TX ",2022-03-09,3 , 12,125000 , N/A , 55000
Amazon,L5,AB,183000,"Seattle, WA ",2022-02-22,8 , 12,83000 , 100000 , N/A
Accenture,Senior Manager,Sales,383000,"New York, NY ",2021-12-18,5 , 12,218000 , 15000 , 150000
Keysight,Expert,AE,255000,"San Francisco, CA ",2021-12-06,9 , 12,200000 , 15000 , 40000
Oracle,M2,Regional Sales Director,266000,"Santa Monica, CA ",2021-11-09,9 , 12,126000 , N/A , 140000
Amazon,L6,Account Manager,345000,"San Francisco, CA ",2021-11-09,1 , 12,165000 , 30000 , 150000
Microsoft,66,Azure,475000,"San Francisco, CA ",2021-11-07,0 , 12,230000 , 180000 , 65000
Salesforce,4,Sales,223000,"Seattle, WA ",2021-10-22,2 , 12,144000 , 18000 , 62000
T-Mobile,L2,General,53000,"San Francisco, CA ",2021-09-24,8 , 12,52000 , 1000 , N/A
Google,Manager (L6),General,325000,"San Francisco, CA ",2021-09-23,2 , 12,175000 , 75000 , 75000
Wipro,5,"Sales, Business Development",340000,"Mountain View, CA ",2021-08-23,5 , 12,160000 , 10000 , 170000
Instacart,L1,General,136000,"San Francisco, CA ",2021-04-10,0 , 12,108000 , 28000 , N/A
Uber,L6,B2B,315000,"Chicago, IL ",2021-03-03,2 , 12,105000 , 105000 , 105000
Startups.com,VP,Growth,400000,"San Francisco, CA ",2020-11-04,1 , 12,200000 , 200000 , N/A
Google,Senior Sales Executive,Sales,250000,"San Francisco, CA ",2020-10-26,3 , 12,120000 , 30000 , 100000
Lyft,L5,Sales,130000,"San Francisco, CA ",2020-09-21,2 , 12,79000 , 4000 , 51000
ORACLE,IC4,Data,225000,"San Francisco, CA ",2020-09-15,5 , 12,125000 , 15000 , 85000
Oracle,L3,Data,176000,"Austin, TX ",2020-09-03,5 , 12,88000 , N/A , 88000
Capgemini,Sr Manager,Sales,178000,"Jersey City, NJ ",2020-08-14,7 , 12,140000 , 10000 , 28000
Google,L6,Sales,370000,"Boston, MA ",2020-08-14,1 , 12,120000 , 70000 , 180000
Google,L5,Data,320000,"Austin, TX ",2020-08-05,3 , 12,230000 , 50000 , 40000
Microsoft,64,Sales,440000,"Austin, TX ",2020-07-24,4 , 12,160000 , 110000 , 170000
Dropbox,M5,Full Stack,300000,"New York, NY ",2020-07-21,3 , 12,280000 , 20000 , N/A
