Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Lockheed Martin,L1,Space,115000,"Sunnyvale, CA ",2022-03-09,2 , 2,111000 , N/A , 4000
ZipRecruiter,L4,Full Stack,180000,"Santa Monica, CA ",2022-03-09,0 , 2,140000 , 18000 , 22000
Workday,P2,Full Stack,194000,"Palo Alto, CA ",2022-03-09,0 , 2,150000 , 25000 , 19000
Amazon,SDE II,API Development (Back-End),144000,"Seattle, WA ",2022-03-09,2 , 2,144000 , N/A , N/A
SpotHero,L2,Web Development (Front-End),86000,"Chicago, IL ",2022-03-09,2 , 2,86000 , N/A , N/A
Experian,SDE II,API Development (Back-End),95000,"Austin, TX ",2022-03-08,2 , 2,95000 , N/A , N/A
Optum,27,Full Stack,161000,"San Francisco, CA ",2022-03-08,2 , 2,127000 , 20000 , 14000
Microsoft,60,API Development (Back-End),169000,"Seattle, WA ",2022-03-08,0 , 2,125000 , 25000 , 19000
Amazon,SDE I,Full Stack,134000,"Seattle, WA ",2022-03-08,2 , 2,114000 , 20000 , N/A
BNY Mellon,L1,Full Stack,120000,"New York, NY ",2022-03-08,0 , 2,120000 , N/A , N/A
Bank of America,L4,General,116000,"New York, NY ",2022-03-08,2 , 2,105000 , 3000 , 8000
Red Hat,L3,Site Reliability (SRE),90000,"Boston, MA ",2022-03-08,2 , 2,90000 , N/A , N/A
ShipBob,GL9,API Development (Back-End),138000,"Chicago, IL ",2022-03-08,1 , 2,125000 , N/A , 13000
Tempus,Software Engineer,Distributed Systems (Back-End),105000,"Chicago, IL ",2022-03-07,1 , 2,100000 , 5000 , N/A
Microsoft,SDE II,ML / AI,165000,"Seattle, WA ",2022-03-07,0 , 2,140000 , 20000 , 5000
Facebook,E5,Data,403000,"Menlo Park, CA ",2022-03-07,2 , 2,200000 , 173000 , 30000
