Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Uber,Senior Software Engineer,Data,573000,"Seattle, WA ",2022-03-07,1 , 19,213000 , 300000 , 60000
Lawrence Livermore National Laboratory,SES.5,HPC,290000,"Livermore, CA ",2022-02-25,13 , 19,286000 , N/A , 4000
Hippo,IC5,Distributed Systems (Back-End),445000,"Palo Alto, CA ",2022-02-17,3 , 19,210000 , 235000 , N/A
,Senior,Full Stack,116000,"New York, NY ",2022-02-01,5 , 19,116000 , N/A , N/A
Google,L6,ML / AI,517000,"Mountain View, CA ",2022-01-25,14 , 19,257000 , 200000 , 60000
Qualys,Principal,DevOps,201000,"Foster City, CA ",2022-01-19,2 , 19,160000 , 25000 , 16000
Google,L4,Android,244000,"Kirkland, WA ",2022-01-16,0 , 19,160000 , 60000 , 24000
Roku,Senior,Embedded,265000,"Austin, TX ",2022-01-08,1 , 19,215000 , 50000 , N/A
Morgan Stanley,Associate,Full Stack,173000,"New York, NY ",2021-12-30,5 , 19,143000 , N/A , 30000
Google,L6,ML / AI,515000,"Sunnyvale, CA ",2021-12-16,14 , 19,260000 , 195000 , 60000
Google,L5,Distributed Systems (Back-End),416000,"Kirkland, WA ",2021-12-10,7 , 19,199000 , 175000 , 42000
VMware,L6,Distributed Systems (Back-End),344000,"Palo Alto, CA ",2021-12-06,11 , 19,233000 , 65000 , 46000
Google,L6,Distributed Systems (Back-End),751000,"Sunnyvale, CA ",2021-11-30,5 , 19,251000 , 400000 , 100000
Upstart,L5,Web Development (Front-End),445000,"San Francisco, CA ",2021-11-13,0 , 19,200000 , 215000 , 30000
Google,L5,ML / AI,227000,"New York, NY ",2021-11-06,1 , 19,178000 , 30000 , 19000
Bloomberg,Senior Software Engineer,Distributed Systems (Back-End),250000,"New York, NY ",2021-10-31,6 , 19,205000 , N/A , 45000
Amazon,L6,Distributed Systems (Back-End),453000,"New York, NY ",2021-10-31,0 , 19,185000 , 136000 , 133000
Goldman Sachs,VP,Distributed Systems (Back-End),337000,"New York, NY ",2021-10-23,16 , 19,210000 , 12000 , 115000
Google,Staff SWE,Distributed Systems (Back-End),601000,"San Francisco, CA ",2021-10-06,12 , 19,218000 , 337000 , 46000
Haven Life,Tech Lead,API Development (Back-End),325000,"New York, NY ",2021-10-01,4 , 19,200000 , N/A , 125000
Microsoft,64,SAP,264000,"Mountain View, CA ",2021-09-29,3 , 19,195000 , 36000 , 33000
DoorDash,E6,Full Stack,477000,"San Francisco, CA ",2021-09-17,3 , 19,227000 , 250000 , N/A
Dell Technologies,L10,Networking,325000,"Hopkinton, MA ",2021-09-16,19 , 19,200000 , 75000 , 50000
Instacart,L6,Full Stack,395000,"San Francisco, CA ",2021-09-15,2 , 19,225000 , 170000 , N/A
Oracle,Principal MTS,Full Stack,190000,"Redwood City, CA ",2021-08-30,19 , 19,160000 , 30000 , N/A
Databricks,L6,Distributed Systems (Back-End),845000,"Mountain View, CA ",2021-08-23,0 , 19,225000 , 575000 , 45000
Facebook,E6,Site Reliability (SRE),771000,"Menlo Park, CA ",2021-08-15,6 , 19,226000 , 500000 , 45000
Netflix Inc,Senior Software Engineer,Distributed Systems (Back-End),465000,"Los Gatos, CA ",2021-08-08,5 , 19,465000 , N/A , N/A
Google,L7,Distributed Systems (Back-End),648000,"New York, NY ",2021-08-03,8 , 19,278000 , 300000 , 70000
DFINITY,Senior,Security,580000,"New York, NY ",2021-07-29,1 , 19,180000 , 400000 , N/A
Netflix,Senior Software Engineer,Platform,893000,"Los Gatos, CA ",2021-06-30,8 , 19,893000 , N/A , N/A
VMware,Staff Engineer 2,API Development (Back-End),550000,"Palo Alto, CA ",2021-06-01,2 , 19,290000 , 140000 , 120000
VMware,Senior Staff Engineer,Distributed Systems (Back-End),675000,"Palo Alto, CA ",2021-05-29,11 , 19,300000 , 300000 , 75000
Facebook,E6,Distributed Systems (Back-End),588000,"Menlo Park, CA ",2021-05-16,0 , 19,240000 , 300000 , 48000
Google,L6,Distributed Systems (Back-End),623000,"New York, NY ",2021-05-08,8 , 19,262000 , 262000 , 99000
DoorDash,E5,Full Stack,465000,"San Francisco, CA ",2021-04-06,2 , 19,215000 , 250000 , N/A
Facebook,E6,Web Development (Front-End),725000,"Menlo Park, CA ",2021-04-04,1 , 19,235000 , 443000 , 47000
Facebook,E6,Full Stack,518000,"Seattle, WA ",2021-03-31,3 , 19,232000 , 240000 , 46000
