Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Fabric,L5,Product delivery,151000,"Seattle, WA ",2022-03-01,1 , 7,137000 , N/A , 14000
Rivian,L5,supply chain,187000,"Irvine, CA ",2022-02-23,0 , 7,135000 , 38000 , 14000
Pinterest,L5,ads,355000,"Seattle, WA ",2022-02-22,0 , 7,205000 , 150000 , N/A
Facebook,IC6,General,241000,"Austin, TX ",2022-02-19,1 , 7,166000 , 40000 , 35000
Microsoft,63,crossplat,210000,"Redmond, WA ",2022-02-14,7 , 7,160000 , 25000 , 25000
Microsoft,62,Engineering,178000,"Redmond, WA ",2022-02-11,7 , 7,148000 , 15000 , 15000
Workday,P3,IT,208000,"Pleasanton, CA ",2022-02-09,5 , 7,125000 , 73000 , 10000
Lucid Motors,L10,Systems,230000,"San Francisco, CA ",2022-02-01,0 , 7,160000 , 70000 , N/A
One Medical,L1,Data,190000,"New York, NY ",2022-01-28,0 , 7,140000 , 50000 , N/A
Starbucks,30,Privacy,153000,"Seattle, WA ",2022-01-26,1 , 7,140000 , 3000 , 10000
Google,L5,Software development program management,280000,"Seattle, WA ",2022-01-24,5 , 7,150000 , 60000 , 70000
Facebook,IC4,Product,198000,"Seattle, WA ",2022-01-19,1 , 7,138000 , 25000 , 35000
PayPal,T25,General,200000,"San Jose, CA ",2022-01-11,1 , 7,148000 , 37000 , 15000
Apple,ICT4,General,278000,"Cupertino, CA ",2022-01-04,2 , 7,168000 , 90000 , 20000
Amazon,L6,general,290000,"Seattle, WA ",2021-12-15,1 , 7,160000 , 70000 , 60000
Visa,L5,Production,129000,"Denver, CO ",2021-12-13,3 , 7,104000 , 15000 , 10000
Visa,L6,Fintech APIs,219000,"Foster City, CA ",2021-12-09,5 , 7,163000 , 24000 , 32000
MAQ Software,L5,"Microsoft Azure, Power BI",145000,"Redmond, WA ",2021-12-06,7 , 7,125000 , N/A , 20000
Bank of America,5,Technology Infrastructure,126000,"Jersey City, NJ ",2021-11-30,5 , 7,120000 , 3000 , 3000
Google,L5,Machine Learning,375000,"Seattle, WA ",2021-11-26,2 , 7,150000 , 205000 , 20000
