Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Capital One,Senior manager,Model development,320000,"New York, NY ",2022-02-19,7 , 11,250000 , 40000 , 30000
Yahoo,IC4,Ads,270000,"Sunnyvale, CA ",2022-02-12,3 , 11,185000 , 60000 , 25000
Airbnb,L6,Analytics,440000,"San Francisco, CA ",2022-02-07,3 , 11,215000 , 175000 , 50000
Amazon,L6,Science,305000,"Seattle, WA ",2022-02-03,5 , 11,140000 , 165000 , N/A
Cognizant,L6,Data Scientist,200000,"New York, NY ",2022-02-02,11 , 11,190000 , N/A , 10000
Verizon,Principal Engineer,"Data Science , General",178000,"Los Angeles, CA ",2022-02-01,11 , 11,140000 , 10000 , 28000
Google,L5,Data Science (Not PA),345000,"New York, NY ",2022-01-27,0 , 11,210000 , 103000 , 32000
Google,L5,Product Analytics,313000,"Mountain View, CA ",2022-01-13,0 , 11,185000 , 100000 , 28000
Redfin,IC5,General,416000,"Seattle, WA ",2021-12-28,8 , 11,165000 , 218000 , 33000
Microsoft,64,Product,405000,"Seattle, WA ",2021-11-06,0 , 11,210000 , 125000 , 70000
Wells Fargo,L3,AI/ML,220000,"San Francisco, CA ",2021-09-12,11 , 11,170000 , N/A , 50000
Amazon,L6,Business Intelligence Engineer,215000,"San Jose, CA ",2021-09-01,2 , 11,160000 , 40000 , 15000
Cognizant,Manager,Machine Learning,112000,"Parsippany, NJ ",2021-08-23,8 , 11,110000 , N/A , 2000
Amazon,L6,Data science,330000,"Seattle, WA ",2021-08-20,4 , 11,160000 , 150000 , 20000
Facebook,M2,General,631000,"New York, NY ",2021-08-14,0 , 11,275000 , 287000 , 69000
Facebook,IC5,Infrastructure,265000,"Menlo Park, CA ",2021-07-28,2 , 11,190000 , 60000 , 15000
GoDaddy,L4,modeling,198000,"Seattle, WA ",2021-05-24,4 , 11,150000 , 25000 , 23000
Cisco,Grade 8,project management,116000,"San Francisco, CA ",2021-05-10,11 , 11,104000 , N/A , 12000
Apple,ICT5,General,400000,"Cupertino, CA ",2021-04-23,3 , 11,210000 , 155000 , 35000
Microsoft,65,general,262000,"Seattle, WA ",2021-04-17,6 , 11,192000 , 36000 , 38000
Goldman Sachs,Vice President,Investment Banking,500000,"New York, NY ",2021-04-12,6 , 11,250000 , 50000 , 200000
Microsoft,64,Search,225000,"Bellevue, WA ",2021-02-21,11 , 11,165000 , 30000 , 30000
Microsoft,65,Machine learning,510000,"Bellevue, WA ",2021-02-19,9 , 11,223000 , 237000 , 50000
Cisco,Grade 8,ML/DS,177000,"San Jose, CA ",2021-02-16,4 , 11,145000 , 14000 , 18000
,L4,Tag/Focus,270000,"Seattle, WA ",2021-02-10,0 , 11,200000 , 60000 , 10000
Amazon,L6,ML,360000,"San Francisco, CA ",2021-02-09,1 , 11,175000 , 80000 , 105000
Convoy,L8,Data,215000,"Seattle, WA ",2021-01-21,3 , 11,215000 , N/A , N/A
Pandora,Staff,ML / AI,310000,"Oakland, CA ",2020-12-21,6 , 11,200000 , 80000 , 30000
Microsoft,63,Data,207000,"Redmond, WA ",2020-08-28,11 , 11,160000 , 20000 , 27000
Facebook,IC5,Data,300000,"Fremont, CA ",2020-06-22,2 , 11,190000 , 80000 , 30000
Google,L5,Data Science,284000,"Mountain View, CA ",2020-06-18,1 , 11,160000 , 100000 , 24000
Microsoft,65,data science,245000,"Seattle, WA ",2020-04-06,2 , 11,190000 , 25000 , 30000
Facebook,IC6,product,315000,"Menlo Park, CA ",2020-03-11,4 , 11,220000 , 50000 , 44000
Yahoo,IC5,ML / AI,179000,"Sunnyvale, CA ",2020-02-24,6 , 11,130000 , 28000 , 21000
Apple,ICT4,ML / AI,350000,"Cupertino, CA ",2020-01-02,4 , 11,190000 , 145000 , 15000
Facebook,IC6,Full Stack,450000,"San Francisco, CA ",2019-12-21,3.7 , 11,208000 , 200000 , 42000
Airbnb,L5,ML / AI,440000,"Seattle, WA ",2019-10-23,0 , 11,200000 , 160000 , 80000
Facebook,IC5,,225000,"Menlo Park, CA ",2018-07-05,6 , 11,,,
Microsoft,65,ML / AI,340000,"Bellevue, WA ",2018-06-20,11 , 11,,,
Microsoft,64,ML / AI,218000,"Seattle, WA ",2018-06-08,11 , 11,,,
