Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Tekion,L1,Product,105000,"Pleasanton, CA ",2022-03-02,1 , 3,105000 , N/A , N/A
GitHub,L3,Product,254000,"San Francisco, CA ",2022-03-01,2 , 3,167000 , 70000 , 17000
Zendesk,Product Manager,Product,202000,"San Francisco, CA ",2022-02-28,1 , 3,165000 , 29000 , 8000
ADP,Level 7,Enterprise,145000,"Parsippany, NJ ",2022-02-27,3 , 3,138000 , N/A , 7000
Indeed,L3,Product,225000,"Austin, TX ",2022-02-24,3 , 3,115000 , 100000 , 10000
Cvent,1,Product,90000,"Elgin, IL ",2022-02-23,1 , 3,85000 , N/A , 5000
PayPal,T25,Consumer,170000,"San Jose, CA ",2022-02-22,3 , 3,150000 , 10000 , 10000
Microsoft,61,Product,175000,"Cambridge, MA ",2022-02-22,3 , 3,139000 , 17000 , 19000
Microsoft,61,Product,191000,"Seattle, WA ",2022-02-19,2 , 3,135000 , 45000 , 11000
Albertsons,L1,Product,210000,"San Francisco, CA ",2022-02-18,3 , 3,175000 , N/A , 35000
,5,Enterprise,263000,"San Francisco, CA ",2022-02-17,0 , 3,185000 , 50000 , 28000
CrowdStrike,PM II,Technical,210000,"San Francisco, CA ",2022-02-16,0 , 3,150000 , 33000 , 27000
SAP NS2,T2,Product,119000,"Boston, MA ",2022-02-15,2 , 3,100000 , N/A , 19000
Peloton,L6,Enterprise,150000,"New York, NY ",2022-02-14,1 , 3,142000 , 8000 , N/A
Microsoft,61,Product,173000,"Cambridge, MA ",2022-02-11,3 , 3,136000 , 16000 , 21000
Microsoft,61,Internal,180000,"Seattle, WA ",2022-02-10,3 , 3,130000 , 35000 , 15000
Plastiq,L2,Technical,175000,"San Francisco, CA ",2022-02-08,3 , 3,165000 , 10000 , N/A
IBM,Associate Offering Manager,Product,133000,"Austin, TX ",2022-02-07,1 , 3,118000 , 5000 , 10000
Apple,ICT3,Product,170000,"Cupertino, CA ",2022-02-07,0 , 3,140000 , 25000 , 5000
Amazon,Product Manager,Technical,157000,"Los Angeles, CA ",2022-02-06,0 , 3,125000 , 19000 , 13000
American Express,L30,Product,105000,"New York, NY ",2022-02-04,0 , 3,100000 , N/A , 5000
GoDaddy,PM3,Product,164000,"Austin, TX ",2022-01-31,3 , 3,127000 , 25000 , 12000
F5 Networks,3,Technical,153000,"Seattle, WA ",2022-01-29,3 , 3,126000 , 27000 , N/A
Google,Product Manager 1,Product,225000,"Seattle, WA ",2022-01-27,1 , 3,150000 , 50000 , 25000
Zillow,P3,Product,125000,"Seattle, WA ",2022-01-27,3 , 3,115000 , 10000 , N/A
Guardian Life,2,Enterprise,94000,"New York, NY ",2022-01-24,3 , 3,92000 , N/A , 2000
Redfin,PM 2,Product,200000,"Los Angeles, CA ",2022-01-23,0 , 3,180000 , 20000 , N/A
Rivian,L4,Product,192000,"Palo Alto, CA ",2022-01-21,0 , 3,140000 , 38000 , 14000
Google,Product Manager 2,Product,373000,"New York, NY ",2022-01-19,3 , 3,200000 , 128000 , 45000
Yelp,IC3,Product,222000,"San Francisco, CA ",2022-01-17,2 , 3,155000 , 67000 , N/A
GitHub,8,Product,175000,"Chicago, IL ",2022-01-16,3 , 3,143000 , 19000 , 12000
Box,Product Manager II,Product,221000,"Redwood City, CA ",2022-01-13,0 , 3,163000 , 46000 , 12000
Twitter,PM I,Product,219000,"San Francisco, CA ",2022-01-11,3 , 3,133000 , 80000 , 6000
Zynga,L3,Product,179000,"San Francisco, CA ",2022-01-08,2 , 3,140000 , 15000 , 24000
