Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Amazon,L6,General,343000,"New York, NY ",2022-02-10,0 , 13,176000 , 33000 , 134000
Amazon,L6,Sales and Go To Market,240000,"Seattle, WA ",2021-12-28,7 , 13,147000 , 93000 , N/A
Amazon,L6,General,244000,"Seattle, WA ",2021-12-22,5 , 13,130000 , 114000 , N/A
Microsoft,63,Retail & Consumer Goods,220000,"Los Angeles, CA ",2021-12-18,1 , 13,164000 , 19000 , 37000
HERE Technologies,JG 10,Sales Ops,175000,"Chicago, IL ",2021-11-14,7 , 13,135000 , 25000 , 15000
Salesforce,L7,Operations,197000,"Seattle, WA ",2021-09-30,1 , 13,160000 , 13000 , 24000
Amazon,L6,Enterprise Sales,412000,"Los Angeles, CA ",2021-09-16,3 , 13,145000 , 167000 , 100000
JPMorgan Chase,Vice President,Community Development Banking,175000,"Seattle, WA ",2021-03-08,1 , 13,150000 , N/A , 25000
Juniper Networks,8Y,Site Reliability (SRE),195000,"Sunnyvale, CA ",2020-10-01,8 , 13,137000 , N/A , 60000
Accenture,Senior Manager,Enterprise,228000,"San Francisco, CA ",2020-09-26,13 , 13,177000 , 19000 , 33000
Johnson & Johnson,Director,Consumer,304000,"Skillman, NJ ",2020-08-10,3 , 13,204000 , 50000 , 50000
Microsoft,65,Alliances,280000,"Seattle, WA ",2020-07-20,6 , 13,144000 , 100000 , 36000
Ericsson,Senior,Telecom,250000,"Piscataway, NJ ",2019-06-27,10 , 13,150000 , 20000 , 80000
