Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Squarespace,M6,Web Development (Front-End),353000,"New York, NY ",2022-03-04,1 , 6,228000 , 125000 , N/A
,L3,Full Stack,177000,"New York, NY ",2022-02-28,6 , 6,177000 , N/A , N/A
M1 Finance,L2,Full Stack,175000,"Chicago, IL ",2022-02-22,6 , 6,165000 , 10000 , N/A
Zendesk,Z4,API Development (Back-End),220000,"San Francisco, CA ",2022-02-20,0 , 6,165000 , 38000 , 17000
Dropbox,M4,ML / AI,400000,"San Francisco, CA ",2022-02-10,2 , 6,240000 , 130000 , 30000
Fortinet,M3,Networking,308000,"Sunnyvale, CA ",2022-02-03,6 , 6,211000 , 55000 , 42000
Facebook,M1,ads,475000,"Seattle, WA ",2022-02-02,6 , 6,220000 , 200000 , 55000
Lacework,L5,Security,250000,"Seattle, WA ",2022-01-27,1 , 6,200000 , N/A , 50000
Bloomberg,L4,Distributed Systems (Back-End),290000,"New York, NY ",2022-01-23,6 , 6,230000 , N/A , 60000
Google,Manager (L6),Full Stack,395000,"San Francisco, CA ",2022-01-21,6 , 6,250000 , 75000 , 70000
Google,L3,Web Development (Front-End),242000,"New York, NY ",2022-01-21,2 , 6,156000 , 63000 , 23000
,Senior Software Engineer,API Development (Back-End),233000,"Sunnyvale, CA ",2022-01-20,1 , 6,157000 , 45000 , 31000
Ciena,M4,Networking,216000,"San Francisco, CA ",2022-01-07,6 , 6,176000 , 14000 , 26000
Willis Towers Watson,L1,Full Stack,120000,"New York, NY ",2022-01-05,3 , 6,105000 , N/A , 15000
Amazon,L6 SDM,API Development (Back-End),355000,"San Francisco, CA ",2022-01-04,4 , 6,155000 , 200000 , N/A
Oracle,M2,Distributed Systems (Back-End),297000,"Seattle, WA ",2021-12-30,6 , 6,162000 , 120000 , 15000
American Family Insurance,L3,API Development (Back-End),170000,"Boston, MA ",2021-12-20,5 , 6,157000 , N/A , 13000
Apptio,L5,Full Stack,190000,"Bellevue, WA ",2021-11-19,2 , 6,190000 , N/A , N/A
