Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
,L6,Partner,220000,"New York, NY ",2022-03-04,10 , 15,120000 , 50000 , 50000
Amazon,L6,Sales,580000,"Los Angeles, CA ",2022-02-16,3 , 15,145000 , 200000 , 235000
Snowflake,IC3,Sales,310000,"New York, NY ",2022-02-11,2 , 15,190000 , 60000 , 60000
Okta,L3,CIAM,249000,"Los Angeles, CA ",2022-01-28,3 , 15,154000 , 20000 , 75000
Cisco,Grade 9,Partners,260000,"Chicago, IL ",2022-01-22,2 , 15,110000 , 20000 , 130000
Google,L7,Sales,385000,"Chicago, IL ",2022-01-15,7 , 15,175000 , 90000 , 120000
Okta,L4,SaaS,265000,"Denver, CO ",2022-01-12,2 , 15,225000 , 40000 , N/A
VMware,L5,Enterprise,380000,"San Francisco, CA ",2022-01-11,2 , 15,170000 , 40000 , 170000
Apple,IC5,operations,266000,"Cupertino, CA ",2021-12-17,8 , 15,160000 , 80000 , 26000
Google,L7,Cloud,540000,"San Francisco, CA ",2021-12-13,5 , 15,200000 , 40000 , 300000
Google,L6,Google Cloud,416000,"New York, NY ",2021-12-10,2 , 15,218000 , 105000 , 93000
LinkedIn,AD2,Talent Solutions,145000,"Chicago, IL ",2021-12-08,4 , 15,87000 , N/A , 58000
Microsoft,64,Presales,302000,"San Francisco, CA ",2021-11-16,3 , 15,185000 , 35000 , 82000
Amazon,L6,Global accounts,361000,"San Francisco, CA ",2021-11-10,3 , 15,150000 , 120000 , 91000
Amazon,L5,Sales,203000,"Seattle, WA ",2021-11-09,2 , 15,115000 , 65000 , 23000
Amazon,L7,General,590000,"New York, NY ",2021-11-06,0 , 15,185000 , 225000 , 180000
Amazon,L6,Aws,267000,"Seattle, WA ",2021-10-31,2 , 15,155000 , 78000 , 34000
Amazon,L6,Sales Architect,245000,"New York, NY ",2021-10-30,1 , 15,150000 , 50000 , 45000
Qubole,L5,sales engineering,179000,"San Francisco, CA ",2021-10-20,3 , 15,169000 , N/A , 10000
SAP,T4,S/4HANA Cloud,240000,"San Ramon, CA ",2021-09-17,9 , 15,170000 , 25000 , 45000
Accenture,L4,Technology,420000,"Seattle, WA ",2021-07-26,1 , 15,300000 , 60000 , 60000
JPMorgan Chase,Vice President,Sales,200000,"New York, NY ",2021-07-18,8 , 15,150000 , 5000 , 45000
Dell Technologies,M8,Sales,470000,"Boston, MA ",2021-05-11,10 , 15,250000 , 70000 , 150000
Google,L7,Sales Analysis,465000,"New York, NY ",2021-05-05,7 , 15,195000 , 125000 , 145000
Infosys,L7,BPO Sales,250000,"San Francisco, CA ",2021-03-31,10 , 15,130000 , N/A , 120000
Amazon,L6,Advertising,310000,"Chicago, IL ",2021-02-09,6 , 15,150000 , 10000 , 150000
Intel,84,Infrastructure,280000,"Austin, TX ",2020-12-22,9 , 15,100000 , 20000 , 160000
Tata Consultancy Services,C4,Growth,105000,"Edison, NJ ",2020-12-09,15 , 15,93000 , N/A , 12000
,L6,Sales,340000,"San Francisco, CA ",2020-11-18,2 , 15,160000 , 80000 , 100000
NI,F3,Enterprise,310000,"San Francisco, CA ",2020-11-18,0 , 15,185000 , 95000 , 30000
GE,EB,Sales innovstion,625000,"Boston, MA ",2020-10-30,4 , 15,240000 , 145000 , 240000
,VP,Mobile (iOS + Android),325000,"New York, NY ",2020-10-16,3 , 15,163000 , N/A , 163000
Cisco,AM3,Data,240000,"San Francisco, CA ",2020-10-09,10 , 15,120000 , 1000 , 120000
Accenture,Manager,Security,280000,"Seattle, WA ",2020-09-10,1 , 15,120000 , 40000 , 120000
Cisco,Grade 11,Enterprise,320000,"San Francisco, CA ",2020-09-04,12 , 15,170000 , 10000 , 140000
IBM,Band 8,Sales,250000,"New York, NY ",2020-09-03,2 , 15,135000 , N/A , 115000
Google,L5,Ads,304000,"Seattle, WA ",2020-08-13,14 , 15,159000 , 50000 , 95000
GE Digital,EB,Growth,650000,"Boston, MA ",2020-08-10,3 , 15,240000 , 5000 , 405000
Amazon,L6,sales,442000,"New York, NY ",2020-07-29,4 , 15,191000 , 60000 , 191000
Google,L6,SALES,300000,"Chicago, IL ",2020-07-10,5 , 15,140000 , 60000 , 99000
Uber,L6,iOS,370000,"Chicago, IL ",2020-07-06,1 , 15,210000 , 118000 , 42000
LinkedIn,Senior Director,Sales,500000,"San Francisco, CA ",2019-05-21,3 , 15,,,
Google,L6,Sales,518000,"San Francisco, CA ",2018-12-26,1 , 15,165000 , 100000 , 253000
