Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Netflix,IC5,Supply Chain,280000,"Los Angeles, CA ",2022-02-28,0 , 11,260000 , N/A , 20000
Google,L5,Machine Learning,243000,"Mountain View, CA ",2022-02-15,0 , 11,180000 , 63000 , N/A
Google,L5,Release Management,332000,"Mountain View, CA ",2022-02-14,11 , 11,190000 , 90000 , 52000
Microsoft,63,Hardware Strategy,218000,"Redmond, WA ",2022-02-08,0 , 11,162000 , 28000 , 28000
Microsoft,65,Azure,285000,"Redmond, WA ",2022-02-06,0 , 11,200000 , 45000 , 40000
Facebook,IC4,general,180000,"Austin, TX ",2022-02-04,2 , 11,140000 , 20000 , 20000
Amazon,L6,Software,330000,"Sunnyvale, CA ",2022-01-31,6 , 11,174000 , 156000 , N/A
Amazon,L6,Operations,250000,"Seattle, WA ",2022-01-27,5 , 11,130000 , 120000 , N/A
Google,L5,General,299000,"New York, NY ",2022-01-25,7 , 11,176000 , 85000 , 38000
Microsoft,63,General,182000,"Seattle, WA ",2022-01-22,1 , 11,137000 , 25000 , 20000
Amazon,L6,Software,320000,"Sunnyvale, CA ",2022-01-11,6 , 11,174000 , 146000 , N/A
Facebook,IC5,Whatsapp,219000,"Menlo Park, CA ",2022-01-01,0 , 11,169000 , 30000 , 20000
Google,L5,General,268000,"San Francisco, CA ",2021-12-14,6 , 11,167000 , 63000 , 38000
Facebook,IC5,General,232000,"San Francisco, CA ",2021-12-07,0 , 11,171000 , 35000 , 26000
Fractal,L6,Project Management,165000,"San Francisco, CA ",2021-12-07,0 , 11,150000 , N/A , 15000
Apple,ICT4,Hardware,275000,"Cupertino, CA ",2021-12-04,3 , 11,175000 , 75000 , 25000
Roche,E5,Tech Transfer,165000,"Santa Clara, CA ",2021-11-18,6 , 11,150000 , N/A , 15000
Amazon,L5,General,197000,"Seattle, WA ",2021-11-15,0 , 11,150000 , 25000 , 22000
Applied Materials,E4,Supply Chain,220000,"Sunnyvale, CA ",2021-11-07,3 , 11,160000 , 30000 , 30000
Deloitte,Senior Consultant,Product Manager,160000,"Los Angeles, CA ",2021-11-05,4 , 11,126000 , N/A , 34000
Microsoft,65,Office of the CTO,352000,"Seattle, WA ",2021-10-26,0 , 11,220000 , 88000 , 44000
Stripe,L3,Finance,265000,"Austin, TX ",2021-09-28,0 , 11,185000 , 56000 , 24000
Apple,IC5,Ops,305000,"Cupertino, CA ",2021-09-24,4 , 11,176000 , 108000 , 21000
Apple,ICT4,General,196000,"Cupertino, CA ",2021-09-15,2 , 11,151000 , 30000 , 15000
Facebook,L5,Infrastructure,315000,"Menlo Park, CA ",2021-09-03,1 , 11,195000 , 91000 , 29000
Microsoft,63,Hardware,218000,"Redmond, WA ",2021-08-25,7 , 11,163000 , 29000 , 27000
GitHub,Senior Technical Program Manager,General,240000,"Chicago, IL ",2021-07-27,3 , 11,184000 , 29000 , 27000
Amazon,L6,Robotics,210000,"Seattle, WA ",2021-07-22,1 , 11,150000 , 33000 , 27000
Akamai,Senior,Product,146000,"Cambridge, MA ",2021-07-19,3 , 11,133000 , N/A , 13000
Deloitte,M2,Technology /Master Data management/MDM,205000,"Chicago, IL ",2021-07-11,7 , 11,164000 , N/A , 40000
Facebook,IC5,General,353000,"New York, NY ",2021-06-26,1 , 11,190000 , 135000 , 28000
Google,L5,General,234000,"Boulder, CO ",2021-06-20,0 , 11,143000 , 62000 , 29000
Apple,IC4,Operations,247000,"Cupertino, CA ",2021-06-10,3 , 11,160000 , 75000 , 12000
MUFG,L4,Agile,210000,"New York, NY ",2021-05-18,3 , 11,180000 , N/A , 30000
Amazon,L6,General,260000,"Seattle, WA ",2021-05-01,1 , 11,160000 , 60000 , 40000
Apple,IC4,Ops,210000,"Cupertino, CA ",2021-04-14,4 , 11,160000 , 40000 , 10000
DocuSign,P4,General,418000,"Seattle, WA ",2021-02-27,3 , 11,160000 , 250000 , 8000
GE,Staff Engineer,General,122000,"Lynn, MA ",2021-02-24,11 , 11,122000 , N/A , N/A
Microsoft,64,Cloud Architect,300000,"New York, NY ",2021-02-23,11 , 11,180000 , 40000 , 80000
Facebook,M2,Real Estate,336000,"Menlo Park, CA ",2021-02-11,4 , 11,200000 , 82000 , 54000
Microsoft,64,OS,239000,"Redmond, WA ",2021-01-29,9 , 11,180000 , 28000 , 31000
Amazon,L6,DevOps,215000,"Seattle, WA ",2021-01-14,2 , 11,133000 , 82000 , N/A
Microsoft,64,Distributed Systems (Back-End),235000,"Redmond, WA ",2021-01-12,9 , 11,180000 , 28000 , 31000
Microsoft,63,Data,202000,"Redmond, WA ",2020-12-23,5 , 11,161000 , 20000 , 22000
Dropbox,L3,Site Reliability (SRE),225000,"San Francisco, CA ",2020-12-17,1 , 11,168000 , 22000 , 35000
Amazon,L5,Hardware,207000,"Sunnyvale, CA ",2020-11-17,3 , 11,140000 , 67000 , N/A
Microsoft,66,"IoT, Security, ML",475000,"Redmond, WA ",2020-09-08,2 , 11,220000 , 208000 , 47000
Google,L5,Full Stack,298000,"San Francisco, CA ",2020-08-29,4 , 11,165000 , 98000 , 35000
Apple,ICT4,Data,270000,"Cupertino, CA ",2020-08-13,0 , 11,180000 , 40000 , 50000
Docusign,P4,Full Stack,368000,"Seattle, WA ",2020-07-12,2 , 11,160000 , 200000 , 8000
Amazon,L7,API Development (Back-End),300000,"Seattle, WA ",2020-06-22,3 , 11,160000 , 140000 , N/A
