Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Amazon,L5,Technical,167000,"Seattle, WA ",2022-03-01,1 , 6,95000 , 27000 , 45000
Cisco,Manager,Leadership,210000,"San Francisco, CA ",2022-02-11,4 , 6,165000 , 21000 , 24000
Bloomberg,Senior,Technical,125000,"New York, NY ",2022-02-10,2 , 6,120000 , N/A , 5000
Humana,Senior,Operations,120000,"Boston, MA ",2022-02-09,1 , 6,105000 , N/A , 15000
TrueCar,Senior,Corporate 1,133000,"Los Angeles, CA ",2022-02-08,2 , 6,118000 , N/A , 15000
Amazon,L5,Technical,120000,"Seattle, WA ",2022-02-07,1 , 6,92000 , 3000 , 25000
Amazon,L5,Technical,119000,"Seattle, WA ",2022-02-04,1 , 6,92000 , 3000 , 24000
Thumbtack,L5,Technical,120000,"San Francisco, CA ",2022-01-04,1 , 6,120000 , N/A , N/A
Samsara,R3,Marketing,135000,"San Francisco, CA ",2021-12-13,2 , 6,105000 , 20000 , 10000
DoorDash,P3,Sales,185000,"San Francisco, CA ",2021-12-07,1 , 6,150000 , 35000 , N/A
Gopuff,L5,Technical,147000,"San Francisco, CA ",2021-12-01,0 , 6,127000 , 20000 , N/A
,N/A,Technical,85000,"Chicago, IL ",2021-11-29,6 , 6,70000 , N/A , 15000
JPMorgan Chase,Senior Associate,University,80000,"Chicago, IL ",2021-11-13,2 , 6,74000 , N/A , 6000
Accenture,L10,Technical,85000,"Denver, CO ",2021-11-10,2 , 6,82000 , N/A , 3000
Facebook,IC5,ML / AI,201000,"San Francisco, CA ",2021-11-08,1 , 6,153000 , 25000 , 23000
Stripe,L3,Technical,236000,"New York, NY ",2021-11-02,0 , 6,160000 , 52000 , 24000
Facebook,L4,Technical,200000,"San Francisco, CA ",2021-10-27,1 , 6,160000 , 40000 , N/A
Lyft,L5,Technical,163000,"New York, NY ",2021-10-25,4 , 6,121000 , 40000 , 2000
Rivian,RIV 5,Technical,112000,"Irvine, CA ",2021-10-10,2 , 6,105000 , 7000 , N/A
Tesla,L4,Recruiting,140000,"Fremont, CA ",2021-10-02,1 , 6,115000 , 25000 , N/A
Microsoft,60,Technical,148000,"Seattle, WA ",2021-09-14,1 , 6,108000 , 25000 , 15000
Microsoft,62,University,165000,"Seattle, WA ",2021-09-10,4 , 6,130000 , 20000 , 15000
Verizon,Senior,Sales,111000,"San Francisco, CA ",2021-08-31,3 , 6,96000 , 5000 , 10000
Amazon,L5,Technical,136000,"Seattle, WA ",2021-08-30,6 , 6,100000 , 36000 , N/A
Cruise,L4,Technical,230000,"New York, NY ",2021-08-30,0 , 6,165000 , 15000 , 50000
DoorDash,P4,Sales,183000,"San Francisco, CA ",2021-08-26,1 , 6,150000 , 33000 , N/A
Opendoor,L4,Recruiting,200000,"New York, NY ",2021-08-26,1 , 6,149000 , 26000 , 25000
Facebook,IC4,Technical,172000,"San Francisco, CA ",2021-08-23,1 , 6,128000 , 22000 , 22000
Apple,ICT5,Technical,220000,"Santa Clara, CA ",2021-07-22,0 , 6,220000 , N/A , N/A
Lyft,L4,Business,128000,"New York, NY ",2021-07-12,4 , 6,100000 , 28000 , N/A
Atlassian,P5,Technical,175000,"San Francisco, CA ",2021-06-30,3 , 6,130000 , 25000 , 20000
Atlassian,P5,Human Resources,175000,"San Francisco, CA ",2021-06-27,3 , 6,130000 , 25000 , 20000
Amazon,L5,Technical,144000,"Seattle, WA ",2021-06-23,1 , 6,90000 , 44000 , 10000
DoorDash,P4,Technical,193000,"Los Angeles, CA ",2021-06-04,1 , 6,160000 , 33000 , N/A
Facebook,L4,Technical,165000,"San Francisco, CA ",2021-06-04,1 , 6,128000 , 18000 , 19000
Amazon,L5,Technical,116000,"Seattle, WA ",2021-05-26,1 , 6,90000 , 5000 , 25000
Facebook,IC4,Technical,141000,"Austin, TX ",2021-04-23,1 , 6,118000 , 11000 , 12000
Amazon,L5,Technical,116000,"Boston, MA ",2021-04-16,2 , 6,97000 , 19000 , N/A
Uber,3,Technical,125000,"San Francisco, CA ",2021-04-06,3 , 6,95000 , 20000 , 10000
Coinbase,IC5,Technical,170000,"San Francisco, CA ",2021-03-24,1 , 6,145000 , 25000 , N/A
Salesforce,L7,Technical,167000,"San Francisco, CA ",2021-03-11,2 , 6,145000 , N/A , 22000
Northrop Grumman,L2,Technical,71000,"Los Angeles, CA ",2021-03-11,1 , 6,71000 , N/A , 4000
Affirm,L6,Technical,333000,"Brooklyn, NY ",2021-02-06,2 , 6,132000 , 202000 , N/A
Amazon,L5,Talent Acquisition,126000,"Irvine, CA ",2021-02-04,0 , 6,95000 , 18000 , 13000
Slack,L5,Technical,335000,"San Francisco, CA ",2021-01-12,3 , 6,165000 , 145000 , 25000
Highspot,33,Technical,130000,"Seattle, WA ",2020-12-14,2 , 6,110000 , 20000 , N/A
