Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Microsoft,66,Full Stack,440000,"Redmond, WA ",2022-02-25,0 , 11,230000 , 150000 , 60000
Dell Technologies,M8,Full Stack,165000,"Hopkinton, MA ",2022-02-09,9 , 11,144000 , 10000 , 11000
Publicis Sapient,Architect,DevOps,182000,"New York, NY ",2022-02-09,11 , 11,166000 , N/A , 16000
Amazon,Senior SDM,Financial Systems,520000,"Seattle, WA ",2022-02-08,4 , 11,158000 , 362000 , N/A
Amazon,L6 SDM,Full Stack,290000,"Seattle, WA ",2022-02-03,7 , 11,160000 , 130000 , N/A
TIAA,T7,Distributed Systems (Back-End),200000,"New York, NY ",2022-01-31,11 , 11,150000 , N/A , 50000
Amazon,L6 SDM,Full Stack,400000,"Seattle, WA ",2022-01-23,7 , 11,160000 , 240000 , N/A
Splunk,M3,DevOps,350000,"San Jose, CA ",2022-01-17,0 , 11,200000 , 120000 , 30000
PlayStation,Senior,API Development (Back-End),490000,"San Francisco, CA ",2022-01-13,5 , 11,270000 , 75000 , 145000
Airbnb,M1,Data,494000,"Seattle, WA ",2022-01-08,2 , 11,235000 , 200000 , 59000
Yahoo,IC4,Distributed Systems (Back-End),260000,"Playa del Rey, CA ",2022-01-06,8 , 11,200000 , 30000 , 30000
Capital One,Director,Distributed Systems (Back-End),316000,"Cambridge, MA ",2021-12-30,2 , 11,233000 , 33000 , 50000
Ibotta,M2,Mobile (iOS + Android),210000,"Denver, CO ",2021-12-29,2 , 11,175000 , 20000 , 15000
WeWork,L7,API Development (Back-End),350000,"San Francisco, CA ",2021-12-28,0 , 11,250000 , 50000 , 50000
Capital One,Director,Distributed Systems (Back-End),307000,"Cambridge, MA ",2021-12-25,2 , 11,232000 , 25000 , 50000
JPMorgan Chase,603,API Development (Back-End),190000,"Chicago, IL ",2021-12-20,1 , 11,160000 , N/A , 30000
Apple,M2,iOS,511000,"Cupertino, CA ",2021-12-17,6 , 11,228000 , 250000 , 33000
Zillow,M3,Full Stack,380000,"Seattle, WA ",2021-12-02,2 , 11,195000 , 125000 , 60000
