Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Apple,ICT4,,168000,"Cupertino, CA ",2022-03-07,3 , 9,168000 , N/A , N/A
Netflix,NA,,540000,"Los Angeles, CA ",2022-03-07,4 , 9,540000 , N/A , N/A
Google,L8,mobile,290000,"Austin, TX ",2022-02-23,2 , 9,175000 , 100000 , 15000
Expedia,M,Machine Learning,170000,"Seattle, WA ",2022-02-21,7 , 9,150000 , 20000 , N/A
Liberty Mutual,20,Manager of DS,242000,"Seattle, WA ",2022-02-20,8 , 9,194000 , N/A , 48000
CVS Health,P4,Strategy,213000,"New York, NY ",2022-02-20,1 , 9,185000 , N/A , 28000
Amazon,L5,Amazon,250000,"Seattle, WA ",2022-02-11,1 , 9,155000 , 50000 , 45000
Facebook,IC4,Product Analytics,206000,"Menlo Park, CA ",2022-02-09,4 , 9,156000 , 35000 , 15000
Chegg,L4,General,375000,"Brooklyn, NY ",2022-01-30,5 , 9,175000 , 200000 , N/A
Slalom,cosultant,General,155000,"Palo Alto, CA ",2022-01-29,1 , 9,145000 , N/A , 10000
Google,L4,Machine Learning,210000,"Chicago, IL ",2022-01-28,0 , 9,125000 , 70000 , 15000
Facebook,IC6,Product,448000,"Menlo Park, CA ",2022-01-25,4 , 9,215000 , 190000 , 43000
Amazon,L6,General,268000,"Seattle, WA ",2022-01-24,5 , 9,128000 , 140000 , N/A
Liberty Mutual,19,ML / AI,220000,"Seattle, WA ",2022-01-11,8 , 9,184000 , N/A , 36000
Amazon,L6,Machine Learning,468000,"Seattle, WA ",2022-01-03,9 , 9,145000 , 323000 , N/A
Facebook,IC6,Analytics,420000,"Seattle, WA ",2021-12-26,0 , 9,225000 , 150000 , 45000
,PG9,Analytics,187000,"Chicago, IL ",2021-12-17,3 , 9,165000 , N/A , 22000
Google,L5,GCP,423000,"Sunnyvale, CA ",2021-12-14,5 , 9,200000 , 185000 , 38000
Facebook,IC5,Data,330000,"Menlo Park, CA ",2021-12-14,0 , 9,200000 , 100000 , 30000
KLA,L6,Research scientist,202000,"Milpitas, CA ",2021-12-12,0 , 9,162000 , 10000 , 30000
Microsoft,62,General,186000,"Seattle, WA ",2021-12-10,4 , 9,150000 , 19000 , 17000
Google,L5,Sales,297000,"Mountain View, CA ",2021-12-09,2 , 9,184000 , 72000 , 41000
Starbucks,D,Analytics,175000,"Seattle, WA ",2021-11-29,3 , 9,145000 , 12000 , 18000
Spotify,L4,General,194000,"New York, NY ",2021-11-16,1 , 9,155000 , 39000 , N/A
Facebook,M1,Analytics,471000,"Seattle, WA ",2021-11-05,0 , 9,215000 , 203000 , 54000
Facebook,DATA,NA,415000,"San Francisco, CA ",2021-10-23,0 , 9,180000 , 235000 , N/A
SoFi,L4,general,255000,"San Francisco, CA ",2021-09-30,1 , 9,180000 , 55000 , 20000
Cat Financial,SG24,Analytics,157000,"Chicago, IL ",2021-09-19,9 , 9,133000 , N/A , 24000
