Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Walmart Global Tech,Software Engineer 2,Full Stack,132000,"San Francisco, CA ",2022-03-09,0 , 1,110000 , 4000 , 18000
SMS Assist,L3,API Development (Back-End),97000,"Chicago, IL ",2022-03-09,0 , 1,87000 , N/A , 10000
Datadog,New Grad,Distributed Systems (Back-End),205000,"New York, NY ",2022-03-09,0 , 1,130000 , 35000 , 40000
Nvidia,IC1,Security,186000,"Santa Clara, CA ",2022-03-09,1 , 1,155000 , 31000 , N/A
Square,Level 3,Distributed Systems (Back-End),166000,"San Francisco, CA ",2022-03-08,0 , 1,120000 , 43000 , 3000
Okta,Senior Software Engineer,DevOps,277000,"San Francisco, CA ",2022-03-08,0 , 1,190000 , 68000 , 19000
Grant Street Group,L1,Full Stack,84000,"Huntington Beach, CA ",2022-03-08,1 , 1,76000 , N/A , 8000
Amazon,SDE I,API Development (Back-End),211000,"New York, NY ",2022-03-07,0 , 1,170000 , 20000 , 21000
Microsoft,SDE,Networking,191000,"Redmond, WA ",2022-03-07,1 , 1,111000 , 30000 , 50000
,L3,iOS,80000,"Los Angeles, CA ",2022-03-06,1 , 1,80000 , N/A , N/A
Veeva Systems,Associate,DevOps,130000,"Pleasanton, CA ",2022-03-06,1 , 1,105000 , 25000 , N/A
,P3,ML / AI,128000,"Boston, MA ",2022-03-06,1 , 1,108000 , N/A , 20000
Virtu Financial,L1,Production,290000,"Austin, TX ",2022-03-06,1 , 1,150000 , N/A , 140000
MAQ Software,Software Data Operations Engineer,Software Data Operations Engineer,120000,"Redmond, WA ",2022-03-06,1 , 1,115000 , N/A , 5000
Facebook,E3,General,180000,"Seattle, WA ",2022-03-06,0 , 1,118000 , 38000 , 24000
Facebook,E3,Full Stack,189000,"Menlo Park, CA ",2022-03-05,0 , 1,124000 , 38000 , 27000
Amazon,L1,API Development (Back-End),232000,"San Francisco, CA ",2022-03-05,0 , 1,148000 , 32000 , 52000
Amazon,SDE I,Full Stack,191000,"Austin, TX ",2022-03-05,0 , 1,125000 , 8000 , 58000
Bloomberg,Entry,Distributed Systems (Back-End),180000,"New York, NY ",2022-03-04,0 , 1,153000 , N/A , 27000
Facebook,E3,Full Stack,189000,"Menlo Park, CA ",2022-03-04,0 , 1,124000 , 38000 , 27000
InvestCloud,Front,Web Development (Front-End),84000,"Los Angeles, CA ",2022-03-04,1 , 1,80000 , N/A , 4000
Databricks,L4,Distributed Systems (Back-End),381000,"Seattle, WA ",2022-03-04,0 , 1,160000 , 201000 , 20000
