Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
ByteDance,1-2,,92000,"Mountain View, CA ",2022-03-06,0 , 0,92000 , N/A , N/A
Amazon,L5,ML,265000,"Los Angeles, CA ",2022-03-03,0 , 0,175000 , 55000 , 35000
Tata Consultancy Services,Y,Data Services,77000,"Los Angeles, CA ",2022-03-01,0 , 0,72000 , N/A , 5000
Facebook,IC4,NLP,276000,"Menlo Park, CA ",2022-02-23,0 , 0,168000 , 83000 , 25000
Autodesk,P2,ML / AI,170000,"San Francisco, CA ",2022-02-23,0 , 0,130000 , 25000 , 15000
Deloitte,New Grad,General,68000,"Chicago, IL ",2022-02-19,0 , 0,68000 , N/A , N/A
Amazon,L4,General,220000,"Los Angeles, CA ",2022-02-15,0 , 0,150000 , 50000 , 20000
Amazon,L4,General,172000,"Seattle, WA ",2022-02-15,0 , 0,145000 , 16000 , 11000
Morgan Stanley,Associate,Data Science,120000,"New York, NY ",2022-02-11,0 , 0,115000 , N/A , 5000
Pinterest,L3,General Data scientist new grad,181000,"San Francisco, CA ",2022-02-10,0 , 0,150000 , 18000 , 13000
Google,L4,General,266000,"Mountain View, CA ",2022-02-10,0 , 0,175000 , 65000 , 26000
IBM,Band 6,General,140000,"Armonk, NY ",2022-02-09,0 , 0,125000 , N/A , 15000
Walmart Global Tech,L3,General,176000,"Sunnyvale, CA ",2022-02-09,0 , 0,130000 , 25000 , 21000
Google,L4,General,278000,"Boston, MA ",2022-02-08,0 , 0,168000 , 85000 , 25000
Microsoft,61,ML/AI,222000,"Mountain View, CA ",2022-02-07,0 , 0,154000 , 50000 , 18000
PayPal,L1,Data,130000,"San Jose, CA ",2022-02-04,0 , 0,130000 , N/A , N/A
Autodesk,P2,ML/AI,170000,"Seattle, WA ",2022-02-04,0 , 0,122000 , 23000 , 25000
General Motors,L5,AI/ML,77000,"Austin, TX ",2022-02-03,0 , 0,70000 , N/A , 7000
Chewy,L3,Marketing,121000,"Seattle, WA ",2022-02-02,0 , 0,110000 , N/A , 11000
Oracle,IC,General,165000,"Redwood City, CA ",2022-01-26,0 , 0,130000 , 25000 , 10000
Change Healthcare,L3,general,143000,"Seattle, WA ",2022-01-22,0 , 0,130000 , N/A , 13000
Autodesk,P2,ML / AI,160000,"Seattle, WA ",2022-01-21,0 , 0,120000 , 25000 , 15000
Facebook,IC3,General,144000,"Menlo Park, CA ",2022-01-20,0 , 0,144000 , N/A , N/A
Amazon,L4,General,156000,"Seattle, WA ",2022-01-19,0 , 0,98000 , 20000 , 38000
Autodesk,P2,General,154000,"Seattle, WA ",2022-01-15,0 , 0,115000 , 18000 , 21000
Morgan Stanley,Associate,IST,110000,"New York, NY ",2022-01-11,0 , 0,110000 , N/A , N/A
Lawrence Livermore National Laboratory,SES 1,Machine Learning,140000,"Livermore, CA ",2022-01-08,0 , 0,140000 , N/A , N/A
Oracle,IC,General,145000,"Denver, CO ",2022-01-07,0 , 0,130000 , 15000 , N/A
The D. E. Shaw Group,L1,Quant Research,515000,"New York, NY ",2022-01-06,0 , 0,200000 , N/A , 315000
Facebook,IC3,General,170000,"Menlo Park, CA ",2022-01-06,0 , 0,130000 , 25000 , 15000
Google,L4,general,231000,"Cambridge, MA ",2022-01-04,0 , 0,143000 , 66000 , 21000
Uber,4,General,260000,"San Francisco, CA ",2022-01-04,0 , 0,157000 , 80000 , 23000
Facebook,IC3,General,150000,"Menlo Park, CA ",2022-01-02,0 , 0,118000 , 20000 , 12000
Indeed,L1,General,163000,"New York, NY ",2021-12-30,0 , 0,130000 , 13000 , 20000
Disney,P2,General,133000,"Los Angeles, CA ",2021-12-27,0 , 0,115000 , 10000 , 8000
Disney,L1,General,182000,"New York, NY ",2021-12-24,0 , 0,106000 , 50000 , 26000
Wayfair,L1,General,77000,"Boston, MA ",2021-12-22,0 , 0,70000 , N/A , 7000
Walmart Global Tech,x3,General,199000,"Sunnyvale, CA ",2021-12-20,0 , 0,150000 , 25000 , 24000
Microsoft,61,General,201000,"Cambridge, MA ",2021-12-19,0 , 0,136000 , 38000 , 27000
Amazon,L4,NLP,221000,"Seattle, WA ",2021-12-18,0 , 0,150000 , 44000 , 27000
Citi,C11,NLP,110000,"New York, NY ",2021-12-14,0 , 0,110000 , N/A , N/A
Etsy,IC2,machine learning,247000,"New York, NY ",2021-12-13,0 , 0,165000 , 65000 , 17000
Dell Technologies,L5,Business Intelligence,96000,"Austin, TX ",2021-12-11,0 , 0,85000 , N/A , 11000
Facebook,IC4,General,214000,"Menlo Park, CA ",2021-12-07,0 , 0,158000 , 40000 , 16000
Microsoft,60,ML,176000,"Bellevue, WA ",2021-12-06,0 , 0,121000 , 30000 , 25000
Capgemini,A4,General,65000,"Dumont, NJ ",2021-12-04,0 , 0,65000 , N/A , N/A
Snap,L3,General,193000,"Santa Monica, CA ",2021-12-03,0 , 0,140000 , 53000 , N/A
Flexport,Data Scientist,Applied ML,223000,"Bellevue, WA ",2021-12-03,0 , 0,135000 , 78000 , 10000
Nielsen,L1,General,107000,"New York, NY ",2021-12-02,0 , 0,100000 , N/A , 7000
Walmart Global Tech,x3,General,180000,"Sunnyvale, CA ",2021-12-01,0 , 0,130000 , 25000 , 25000
Facebook,L3,Analytics,160000,"Menlo Park, CA ",2021-11-24,0 , 0,123000 , 25000 , 12000
